key,cluster,membership_probability,base_correct,full_correct,n_evidence_values
question_0178,0,0.9935546069654654,False,True,13
question_0181,0,0.9819844241489486,False,True,12
question_0182,1,0.8994240825095747,False,False,14
question_0183,0,0.9361025368702145,False,False,14
question_0185,0,0.7881682162966736,False,False,11
question_0187,0,0.9647207532789319,False,False,10
question_0189,1,0.9800573295027534,False,True,10
question_0191,1,0.5524340081404975,False,True,5
question_0194,1,0.9230954923173306,False,False,11
question_0198,0,0.981922117972905,False,False,11
question_0200,1,0.9457233560560981,False,False,13
question_0201,1,0.9999221778111174,False,False,3
question_0203,1,0.7231234158043347,False,False,11
question_0204,1,0.514519039014681,False,False,12
question_0205,1,0.998804833215349,False,True,12
question_0206,1,0.999614652676038,False,True,9
question_0207,0,0.9953261220488966,False,True,12
question_0209,0,0.990680208930045,False,False,9
question_0210,0,0.9936719332866312,False,False,10
question_0213,0,0.9915389351197947,False,True,10
question_0214,0,0.9088074615263639,False,True,8
question_0217,1,0.6697502498924879,False,False,12
question_0218,1,0.9999849001746708,False,False,9
question_0222,1,0.9999994843631065,False,False,11
question_0223,0,0.9274781201351018,False,False,9
question_0225,0,0.994320559918407,False,False,10
question_0227,0,0.9745426277533268,False,False,7
question_0228,1,0.9824506929363593,False,False,9
question_0230,0,0.9856654969075064,False,True,11
question_0231,0,0.6812096940293404,False,False,15
question_0232,1,0.9346472260641272,False,True,10
question_0233,0,0.8134632235946799,False,True,6
question_0234,0,0.9805002201876041,False,True,8
question_0236,1,0.5798755585664596,False,False,11
question_0240,0,0.5682940422921182,False,False,7
question_0242,0,0.7713254813817821,False,True,9
question_0246,0,0.8039285945761858,False,False,8
question_0247,0,0.9870199423868867,False,True,11
question_0251,0,0.9861179472873758,False,True,8
question_0252,0,0.9482553409721189,False,True,11
question_0253,0,0.5170095045347881,False,False,11
question_0254,1,0.7565725912247189,False,True,11
question_0256,0,0.9875086133398522,False,False,8
question_0258,0,0.9916638668961332,False,True,9
question_0259,1,0.9999999999998579,False,False,9
question_0262,0,0.9572215033932964,False,False,11
question_0263,0,0.7162125580040913,False,False,10
question_0264,1,0.9999979483594764,False,True,8
question_0265,0,0.9880738152325719,False,False,11
question_0267,1,0.9998339990443239,False,False,9
question_0270,0,0.9868745179969214,False,True,7
question_0271,1,0.9983932448961408,False,True,12
question_0273,1,0.999999935451909,False,True,8
question_0276,0,0.9911682583248037,False,True,10
question_0277,0,0.988158665190337,False,False,10
question_0278,1,0.9997172600139782,False,False,9
question_0279,0,0.5676038115129955,False,False,10
question_0281,0,0.979630735482783,False,False,11
question_0282,0,0.9796162258884282,False,False,10
question_0283,0,0.9970537533413495,False,False,13
question_0285,1,0.998500807271234,False,False,6
question_0286,0,0.9871050449442512,False,True,12
question_0287,0,0.9962395086452677,False,True,13
question_0288,1,0.9999999999999858,False,False,8
question_0290,0,0.6461266779377377,False,False,9
question_0291,0,0.9862055639397522,False,True,10
question_0293,0,0.9869303916022996,False,False,11
question_0296,1,0.9999885750646004,False,False,12
question_0299,0,0.9416879886697717,False,False,7
question_0302,1,0.7782733628567066,False,False,6
question_0303,0,0.8853485792273615,False,True,7
question_0305,1,0.9999660880402804,False,False,10
question_0306,0,0.9960967529647778,False,False,10
question_0307,1,0.5019118041523767,False,False,10
question_0308,0,0.989366914218269,False,False,12
question_0311,0,0.9954199751994249,False,True,11
question_0312,0,0.9960927956521121,False,True,12
question_0313,1,0.7541861852392313,False,True,12
question_0314,1,0.9820367749256727,False,False,8
question_0317,0,0.891967122709073,False,False,7
question_0318,1,0.7038130506515571,False,False,10
question_0319,0,0.9784640731332493,False,False,7
question_0323,0,0.9272180338270047,False,False,11
question_0324,0,0.9705550507989227,False,False,6
question_0330,0,0.6865387684712669,False,True,11
question_0331,0,0.8908067860844039,False,False,9
question_0332,0,0.6638617984280433,False,False,10
question_0333,1,0.9999403375291875,False,False,7
question_0334,0,0.9961348030338268,False,False,12
question_0335,0,0.9243186528851514,False,False,8
question_0337,0,0.981889216455001,False,True,13
question_0341,0,0.991998974803818,False,True,8
question_0342,0,0.9126996967830018,False,True,10
question_0344,0,0.6792490545348364,False,False,16
question_0345,0,0.9961551529180344,False,False,13
question_0346,0,0.5076405934984306,False,True,9
question_0349,0,0.9624995579890234,False,True,12
question_0350,0,0.9533878728943452,False,False,11
question_0351,0,0.991948343937427,False,True,10
question_0354,0,0.791941094862726,False,False,10
question_0357,0,0.9946470088039822,False,True,8
question_0358,0,0.6785561173813779,False,False,11
question_0362,1,0.9999788313719331,False,True,9
question_0364,1,0.9851503773041369,False,False,6
question_0366,1,0.9999789704499765,False,True,8
question_0368,1,0.8271406405753962,False,False,9
question_0369,0,0.9846712748863122,False,False,8
question_0372,0,0.9850764055200353,False,False,9
question_0375,0,0.9663777688223024,False,False,6
question_0376,0,0.9921710826240883,False,False,9
question_0377,1,0.8097930572034433,False,True,9
question_0379,1,0.7825610802332768,False,False,7
question_0381,0,0.5144281828966902,False,True,12
question_0385,1,0.970842811302094,False,True,9
question_0386,0,0.9951049814701031,False,True,11
question_0387,1,0.9999959622635313,False,False,7
question_0389,0,0.9843654653178233,False,False,7
question_0390,0,0.9925267507584803,False,False,10
question_0391,0,0.8570970470336414,False,False,8
question_0393,0,0.8526369793143855,False,False,10
question_0396,0,0.6474143785037489,False,False,8
question_0397,0,0.9349706960895636,False,True,7
question_0401,0,0.9431125693981347,False,True,10
question_0403,0,0.8496100719884819,False,True,9
question_0404,1,0.6663917179442708,False,True,12
question_0405,0,0.9964333814751906,False,False,9
question_0406,0,0.9230136584668777,False,False,11
question_0408,1,0.999999995846629,False,True,6
question_0409,0,0.9829501373094794,False,True,9
question_0411,1,0.8125690519688735,False,False,14
question_0413,0,0.9398285198001756,False,True,12
question_0416,0,0.9936238426045572,False,False,9
question_0417,1,0.8449156452421392,False,True,9
question_0420,1,0.8288388563562866,False,False,8
question_0423,0,0.9133829183115756,False,False,9
question_0424,1,0.9999108826486945,False,True,10
question_0425,1,0.9918076394658641,False,False,10
question_0426,1,0.7128773627785093,False,False,6
question_0428,1,0.9996972057554213,False,False,7
question_0430,0,0.985002839188965,False,False,11
question_0432,0,0.9875994008793388,False,False,8
question_0434,1,0.9981188055832234,False,True,11
question_0435,0,0.9730706631684919,False,True,11
question_0437,0,0.7656375682664407,False,False,13
question_0438,0,0.9901211620184307,False,False,12
question_0439,0,0.979907948136336,False,False,10
question_0440,1,0.8894032290076576,False,True,12
question_0443,0,0.9722367473148341,False,False,7
question_0445,1,0.9896409527241925,False,False,5
question_0446,1,0.95500010069969,False,True,6
question_0449,0,0.9244659038029616,False,True,12
question_0454,0,0.9557521443929528,False,False,10
question_0456,0,0.9094574552525263,False,False,7
question_0457,0,0.9606133012750273,False,False,9
question_0463,0,0.849688089094739,False,True,8
question_0464,0,0.9554674813033929,False,True,16
question_0465,1,0.9999999995078497,False,True,11
question_0466,0,0.6630283380881844,False,False,10
question_0467,0,0.704604469806092,False,True,10
question_0469,1,0.9999999992225028,False,True,7
question_0471,0,0.9851395581056255,False,False,12
question_0472,0,0.9949596503714611,False,False,9
question_0474,0,0.995965753383235,False,True,12
question_0478,1,0.9984400964001431,False,False,4
question_0482,1,0.8651864915296209,False,True,10
question_0484,0,0.9948093078197,False,True,8
question_0485,0,0.9958446231765867,False,False,11
question_0486,0,0.9596373582824897,False,True,6
question_0488,0,0.9708924061071825,False,True,8
question_0489,1,0.9996650654073559,False,False,9
question_0491,0,0.6854912736622558,False,False,12
question_0493,1,0.8605874959828198,False,False,10
question_0494,0,0.9842125992166171,False,False,12
question_0495,0,0.8626193377747469,False,True,9
question_0499,0,0.9786935852772438,False,False,9
question_0500,0,0.7995309961101311,False,True,10
question_0502,1,0.9999653999288891,False,True,10
question_0503,0,0.9378452775308866,False,True,6
question_0505,1,0.9614246009001692,False,False,8
question_0506,0,0.9680422037693327,False,False,7
question_0507,1,0.9993090927384872,False,True,12
question_0508,0,0.9111721243003806,False,True,7
question_0510,0,0.9887891722913132,False,True,10
question_0511,1,0.9989470242096383,False,False,7
question_0512,1,0.8505651738630554,False,False,10
question_0514,0,0.7472587691710078,False,False,11
question_0519,0,0.940206176823266,False,False,8
question_0520,0,0.992025416200059,False,False,11
question_0521,0,0.8894481581050059,False,True,12
question_0522,0,0.9344898468181694,False,False,9
question_0523,0,0.9776946759572469,False,False,10
question_0524,0,0.9751492226161642,False,False,10
question_0527,1,0.9991181493341448,False,True,5
question_0532,0,0.622863059987243,False,False,12
question_0533,0,0.9821604850771242,False,True,8
question_0534,0,0.7817658848781304,False,True,12
question_0536,0,0.9773144873355294,False,True,9
question_0537,1,0.9858897383690876,False,True,9
question_0538,1,0.946794825682009,False,False,11
question_0539,0,0.9689978097895613,False,False,7
question_0541,0,0.5322453266966709,False,True,7
question_0542,0,0.9913003333052318,False,False,14
question_0543,1,0.9999999864895771,False,False,10
question_0545,1,0.9999999939745123,False,True,9
question_0546,1,0.9940803752321791,False,True,8
question_0548,1,0.9386242037003626,False,True,7
question_0549,0,0.9815397295602101,False,False,10
question_0550,0,0.9960777409087896,False,False,10
question_0551,0,0.98355524437444,False,True,8
question_0552,0,0.9809507256767299,False,False,12
question_0554,1,0.9999801169069845,False,False,5
question_0557,0,0.9253489492899689,False,True,6
question_0558,1,0.7509816820934468,False,False,9
question_0559,0,0.9324053575857665,False,False,11
question_0560,1,0.9129225313914562,False,True,7
question_0561,0,0.9779860198657983,False,True,8
question_0563,1,0.9868993582501798,False,True,9
question_0564,0,0.7292574423662952,False,False,10
question_0565,0,0.813643209725469,False,True,11
question_0566,1,0.9954370770583243,False,False,7
question_0567,1,0.9994596815333875,False,False,9
question_0569,1,0.999963733281472,False,True,8
question_0570,0,0.6511258731903734,False,False,10
question_0573,0,0.9613458745679108,False,False,10
question_0577,1,0.9999902729761095,False,True,8
question_0581,0,0.9909919305988157,False,False,8
question_0584,1,0.9999998546207322,False,False,9
question_0585,0,0.9310582162320767,False,False,7
question_0587,1,0.9980618873758422,False,True,4
question_0588,1,0.999999999973145,False,True,10
question_0590,0,0.8999168100185331,False,False,6
question_0591,0,0.9874711831815851,False,False,8
question_0594,0,0.9303285748300054,False,False,8
question_0595,1,0.8908259292203575,False,False,10
question_0596,1,0.9855457457585357,False,True,8
question_0597,1,0.9915300453658303,False,True,7
question_0599,0,0.9883266065643852,False,True,9
question_0600,1,0.9628449830101685,False,True,12
question_0601,1,0.9999999958410513,False,False,3
question_0602,1,0.9641947616976432,False,True,12
question_0603,0,0.9029977435143449,False,False,9
question_0604,0,0.9941518446956366,False,True,8
question_0605,1,0.998570303291291,False,True,6
question_0608,0,0.9957139536420336,False,False,8
question_0610,0,0.978898525331391,False,True,9
question_0611,1,0.9991870405244055,False,True,4
question_0612,0,0.6096363206951778,False,True,12
question_0615,0,0.9793426427626336,False,False,12
question_0618,0,0.9951205044546134,False,True,11
question_0619,0,0.9871203052195969,False,True,11
question_0621,0,0.9952789611759844,False,False,10
question_0622,0,0.9788957932547304,False,True,10
question_0623,1,0.9904350924255255,False,True,12
question_0628,0,0.9861351143202187,False,False,9
question_0629,1,0.9999996189500544,False,True,18
question_0630,0,0.7583323773902038,False,False,10
question_0631,0,0.8256799380752824,False,False,6
question_0632,1,0.9999986849764233,False,False,8
question_0633,1,1.0,False,True,6
question_0635,1,0.946772512277435,False,True,8
question_0637,1,0.6740871048849187,False,True,5
question_0638,1,0.9774134314392647,False,True,9
question_0639,0,0.9938567717443146,False,False,11
question_0640,1,0.98211633059034,False,False,8
question_0642,1,0.9999999993079918,False,False,10
question_0644,1,0.7478798726906261,False,True,10
question_0645,0,0.9259402156982198,False,False,12
question_0647,0,0.9581756725194222,False,False,11
question_0648,1,0.7283154195382168,False,False,12
question_0651,0,0.9815439771774206,False,False,8
question_0652,0,0.9888835595105043,False,False,14
question_0655,1,0.9999999565279731,False,False,10
question_0658,0,0.9932872038596674,False,False,11
question_0659,0,0.8829600430562139,False,True,8
question_0660,1,0.9774904441441172,False,False,8
question_0663,0,0.9774829436123806,False,True,8
question_0666,1,0.8816396013759104,False,False,8
question_0667,1,0.9989165012947968,False,True,5
question_0669,1,0.9950468375223515,False,True,12
question_0673,0,0.9383450705059325,False,False,12
question_0674,0,0.8211790761184533,False,True,9
question_0675,0,0.9644475385742625,False,False,11
question_0676,1,0.8586645267360784,False,False,8
question_0678,0,0.8992264055360021,False,True,8
question_0681,0,0.879550083543918,False,False,7
question_0683,1,0.8744016573236687,False,True,9
question_0684,0,0.8835304545744076,False,False,12
question_0685,1,0.5441925345285428,False,False,7
question_0686,0,0.6404082821386581,False,True,12
question_0687,1,0.5935483437370256,False,True,10
question_0688,0,0.8703481249527215,False,False,10
question_0689,0,0.9938036810132318,False,False,8
question_0691,1,0.9999999907643264,False,False,8
question_0693,0,0.7385412377182253,False,False,8
question_0694,0,0.9932794621877257,False,False,13
question_0695,1,0.9999998339691802,False,True,5
question_0697,1,0.9999968391967473,False,False,5
question_0698,1,0.9999999999998401,False,True,8
question_0700,0,0.9788555196228051,False,True,13
question_0701,0,0.9943075767601175,False,False,14
question_0704,0,0.968065964748315,False,True,9
question_0705,1,0.9998576428725576,False,True,10
question_0706,1,0.9989239014221465,False,False,9
question_0708,1,1.0,False,False,11
question_0709,0,0.9843966680873831,False,False,8
question_0710,0,0.512674778619845,False,False,11
question_0712,0,0.9804979805609236,False,False,7
question_0714,0,0.9903765223246747,False,False,11
question_0723,1,0.9999922126580953,False,True,13
question_0724,0,0.6469416501457805,False,True,9
question_0726,1,0.9939001995480897,False,False,8
question_0729,0,0.7355552577293002,False,False,9
question_0731,1,0.8489012253906153,False,False,10
question_0734,0,0.9740478454435835,False,True,7
question_0736,0,0.9886867289532689,False,False,6
question_0738,1,0.9474821486653299,False,True,5
question_0742,1,0.9999972952797285,False,True,12
question_0743,0,0.9943552843940533,False,False,10
question_0745,0,0.9530350521997678,False,False,8
question_0748,1,0.9723961762155303,False,True,8
question_0749,0,0.970692698350126,False,True,10
question_0753,1,0.9890111217444092,False,True,7
question_0755,0,0.9261329519405795,False,False,5
question_0756,0,0.7036895650921379,False,False,6
question_0758,0,0.5535361704648128,False,True,10
question_0759,1,0.994119602667055,False,False,3
question_0760,1,1.0,False,True,8
question_0763,0,0.8588867062358431,False,True,9
question_0764,0,0.9159065160404162,False,True,10
question_0767,0,0.9799053524964261,False,False,6
question_0768,1,0.9999999998073683,False,True,7
question_0770,1,0.715139718626607,False,False,9
question_0771,1,0.9850024824767561,False,True,9
question_0772,0,0.8450860386651468,False,False,11
question_0774,0,0.9892806802128467,False,False,7
question_0778,1,0.9992485987620254,False,True,6
question_0784,1,0.9999999982148751,False,True,9
question_0789,0,0.8450479155962695,False,False,12
question_0794,0,0.944010112027143,False,False,10
question_0796,0,0.9255841408557115,False,False,12
question_0798,1,0.984713701545105,False,False,9
question_0800,0,0.8182098212490597,False,True,4
question_0801,0,0.8524326049141546,False,False,7
question_0802,1,0.943009009972827,False,True,11
question_0803,1,0.8738753685488805,False,False,11
question_0804,0,0.9403686168142488,False,False,9
question_0805,1,0.9999238784828204,False,False,8
question_0808,1,0.8693042070111663,False,True,6
question_0809,1,0.511915594593167,False,True,11
question_0811,0,0.9542782992465813,False,True,9
question_0812,0,0.6364836672981683,False,False,4
question_0814,0,0.9835352367083282,False,False,8
question_0815,1,0.9914346835553653,False,True,6
question_0816,1,0.9145145047344532,False,True,10
question_0819,1,0.9997352946607695,False,False,10
question_0820,0,0.9672686467754702,False,True,8
question_0823,0,0.9653454070641111,False,True,7
question_0824,1,0.9999855121674119,False,True,4
question_0826,1,0.995572280369191,False,False,10
question_0827,0,0.9289794696556093,False,False,8
question_0828,0,0.9855441681320783,False,False,11
question_0829,1,0.9999999960185164,False,False,8
question_0830,0,0.9068318962322982,False,False,13
question_0831,0,0.9923000712686848,False,True,8
question_0833,0,0.9654283242416205,False,False,8
question_0836,0,0.5936944870217824,False,True,7
question_0838,1,0.9998791391964557,False,False,6
question_0842,1,0.9864177871339053,False,True,9
question_0843,0,0.9552127879012347,False,False,6
question_0848,1,0.7841113567572546,False,True,6
question_0850,0,0.8350850814450262,False,True,7
question_0851,0,0.9642072389863497,False,True,15
question_0854,1,0.9819147272118028,False,True,8
question_0855,0,0.9933005148043723,False,False,11
question_0858,1,0.9999999095964119,False,True,12
question_0860,0,0.5489414432695578,False,False,7
question_0862,1,0.9999976791806732,False,False,12
question_0865,0,0.8843879132822849,False,False,10
question_0870,1,0.9967888680594382,False,False,9
question_0871,0,0.692701405419921,False,True,11
question_0873,0,0.9925766431692343,False,False,11
question_0874,1,0.9999981050752756,False,False,6
question_0880,1,0.9922785930898729,False,False,7
question_0882,1,0.7302551651357597,False,False,9
question_0885,1,0.7947111823627891,False,False,9
question_0886,0,0.6847155287847322,False,True,8
question_0887,0,0.8872975718934324,False,False,14
question_0889,1,0.886072234664376,False,False,10
question_0890,1,0.9991500588945326,False,True,11
question_0891,1,1.0,False,False,4
question_0894,1,0.9479463483225429,False,True,9
question_0897,0,0.9167912292038146,False,True,8
question_0900,0,0.9463902999467806,False,False,8
question_0902,1,0.9999999998131628,False,True,6
question_0903,0,0.9945499251756006,False,False,10
question_0904,0,0.5917592446797754,False,False,7
question_0905,0,0.9153423004950896,False,True,7
question_0906,0,0.7000070555292867,False,True,12
question_0908,0,0.9921862900078198,False,False,12
question_0909,0,0.8590214104405449,False,False,9
question_0910,0,0.9806095347623628,False,False,13
question_0911,0,0.9060471552011974,False,True,13
question_0914,1,0.9999981966771069,False,True,6
question_0916,1,0.9954256448052357,False,True,12
question_0917,0,0.9753201652453267,False,False,11
question_0918,0,0.9673221040273485,False,False,9
question_0919,1,0.6173270268369253,False,True,9
question_0920,0,0.94218825431174,False,False,9
question_0924,0,0.9741367243687321,False,False,14
question_0925,1,0.9861217408796031,False,True,7
question_0926,0,0.9291761788696326,False,False,7
question_0927,1,0.9999998299865782,False,False,10
question_0928,0,0.850972768570125,False,False,9
question_0932,0,0.9882191561922256,False,False,8
question_0933,0,0.9028215768281797,False,False,11
question_0934,1,0.9786122569260227,False,False,7
question_0935,0,0.8264805689153393,False,False,6
question_0936,0,0.9850520534959203,False,True,9
question_0939,1,0.8968568156843696,False,False,11
question_0940,0,0.9009768255942798,False,False,7
question_0942,0,0.9104143735143285,False,False,10
question_0943,0,0.9935518439530564,False,False,11
question_0946,1,0.909879488811956,False,False,8
question_0953,0,0.9916281472711933,False,True,8
question_0954,0,0.9727303888366028,False,True,9
question_0956,0,0.9806837557452464,False,False,7
question_0958,0,0.9662123469013254,False,False,6
question_0959,0,0.7967679265199415,False,False,14
question_0960,1,0.987589342306359,False,False,8
question_0961,1,0.9999224643681073,False,False,12
question_0962,0,0.9819806439519292,False,True,9
question_0966,0,0.9290305785477683,False,False,6
question_0967,1,0.9996562639207272,False,False,14
question_0971,0,0.6640117996445115,False,True,8
question_0973,1,0.9999701506744646,False,True,9
question_0976,1,0.9677238806353926,False,True,10
question_0978,0,0.984609605811054,False,False,9
question_0980,0,0.9872929093540582,False,True,9
question_0981,0,0.8191411800393031,False,True,8
question_0982,0,0.6509013790648613,False,False,4
question_0984,0,0.7737686956740548,False,False,5
question_0985,0,0.9713172739483583,False,False,10
question_0986,0,0.9910923941366313,False,True,12
question_0988,1,0.9266974611837182,False,True,7
question_0989,1,0.7096096200858859,False,False,5
question_0991,0,0.745532889981056,False,True,9
question_0994,1,0.9800572467196655,False,False,7
question_0995,0,0.9938048751206254,False,False,11
question_0999,0,0.9893177846847828,False,False,8
