key,cluster,membership_probability,base_correct,full_correct,n_evidence_values
question_0074,2,0.503820726705152,True,True,12
question_0075,1,0.9999990393050484,False,True,15
question_0076,2,0.628562158616833,False,False,10
question_0077,2,0.6960509500951403,False,True,14
question_0078,3,0.6477977448199909,False,True,12
question_0079,2,0.5692748408462318,True,True,13
question_0080,1,0.7415226577658317,False,True,7
question_0081,1,0.9975213947946721,True,True,11
question_0082,1,0.9999999929235415,True,True,10
question_0083,3,0.6462856210424575,False,True,8
question_0084,3,0.6548580900206218,True,True,10
question_0085,3,0.7038516688781628,False,False,8
question_0086,1,0.9835768516319656,False,True,13
question_0087,2,0.8026813562215562,True,True,16
question_0088,1,0.6207696570390339,True,True,14
question_0089,2,0.8331179438019873,False,True,10
question_0090,3,0.9584742644264784,True,True,8
question_0091,3,0.4583825156279468,True,True,9
question_0092,2,0.8801550606012088,False,True,11
question_0093,1,0.8703958035169074,True,True,10
question_0094,2,0.5464929204482784,True,True,10
question_0095,1,0.9429503278654643,True,True,10
question_0096,3,0.8634290559616189,True,True,9
question_0097,1,0.9929150743441157,False,False,7
question_0098,3,0.920892274563976,True,True,12
question_0099,3,0.6984327910648129,False,False,8
question_0100,1,0.9454059132571616,True,True,13
question_0101,1,0.9970888856760357,False,True,10
question_0102,2,0.83098258043492,False,False,12
question_0103,0,0.4176057198498309,True,True,9
question_0104,0,0.5774362708898529,False,True,10
question_0105,3,0.9524929619214044,False,False,12
question_0106,3,0.9024607875248907,False,True,11
question_0107,2,0.8880860976193736,False,False,10
question_0108,2,0.8103600793363603,True,True,12
question_0109,3,0.588952119517593,False,False,11
question_0110,2,0.4709861699413845,False,False,8
question_0111,1,0.9071052874836734,True,True,10
question_0112,1,0.7805278543221861,False,False,10
question_0113,2,0.8193854175069818,False,True,13
question_0114,2,0.8889249494536187,False,True,10
question_0115,2,0.4946059310007653,False,True,10
question_0116,3,0.6217425745023236,False,False,7
question_0117,3,0.9425513898840938,False,False,11
question_0118,1,0.9964702851947999,True,False,13
question_0119,2,0.5565262389979234,False,True,8
question_0120,3,0.8432774968375415,True,True,8
question_0121,2,0.8237575578826787,False,True,13
question_0122,2,0.9882159847005273,False,False,11
question_0123,2,0.9770085801256643,False,False,13
question_0124,3,0.7637040438500687,False,False,9
question_0125,1,0.9647142428049866,True,True,10
question_0126,3,0.6860161360027653,True,True,10
question_0127,3,0.9552193603302598,True,True,9
question_0128,2,0.4694407752446541,False,True,8
question_0129,2,0.7156588168418437,True,True,13
question_0130,1,0.954608886023995,True,True,9
question_0131,3,0.7720621814346694,True,True,5
question_0132,1,0.6896382944462123,False,True,12
question_0133,2,0.8235273966371247,False,True,10
question_0134,3,0.9192149504022705,False,False,8
question_0135,2,0.9354267646993495,False,False,10
question_0136,2,0.7406292163826469,False,False,12
question_0137,1,0.7770776617497399,True,False,12
question_0138,1,0.999822694868509,True,True,8
question_0139,3,0.6261193139663512,False,True,10
question_0140,2,0.5032828205205042,True,True,11
question_0141,3,0.6254735906391716,False,False,9
question_0142,2,0.8080867459537838,False,True,9
question_0143,0,0.7325060871854645,True,True,3
question_0144,3,0.5703314253092533,False,True,14
question_0145,2,0.8250729714888573,False,True,13
question_0146,2,0.9626013765332504,False,False,12
question_0147,3,0.8055105942390258,False,True,10
question_0148,3,0.6046835688764836,False,False,9
question_0149,1,0.7556726686899728,False,False,17
question_0150,3,0.8519804704279276,False,False,10
question_0151,1,0.9999264010140854,False,True,7
question_0152,2,0.7799624256584339,False,False,11
question_0153,1,0.9978069171398398,False,False,7
question_0154,1,0.5791871673894885,False,True,10
question_0155,3,0.6595002637069098,True,True,11
question_0156,1,0.6513241520557225,True,True,7
question_0157,1,0.9999905371853203,False,False,11
question_0158,1,0.3703375372459865,True,True,9
question_0159,1,0.4715850195218674,False,True,9
question_0160,1,0.9787229595188972,False,True,9
question_0161,3,0.6094283944677518,True,True,10
question_0162,2,0.5874871923038405,False,False,11
question_0163,3,0.4560511992754502,True,False,10
question_0164,1,0.9906206857506906,False,True,12
question_0165,2,0.990369448142338,False,False,11
question_0166,1,0.9917158448950756,True,True,5
question_0167,1,0.5249495925643846,False,True,10
question_0168,2,0.755688331842338,False,False,12
question_0169,1,0.7664320651239788,False,False,11
question_0170,1,0.9974394456939867,True,True,10
question_0171,1,0.9999987388881337,False,True,12
question_0172,3,0.9137732956712926,False,True,7
question_0173,3,0.957555399718969,True,True,8
question_0174,3,0.8600370797926871,True,True,12
question_0175,1,0.7662528201449376,True,True,12
question_0176,2,0.6089826592459302,True,True,8
question_0177,2,0.8352465055268243,False,False,11
question_0178,2,0.9507432960671565,False,True,13
question_0179,3,0.39493498676676797,True,True,12
question_0180,2,0.48706445252647856,True,True,11
question_0181,2,0.7772468867515585,False,True,12
question_0182,1,0.9385605141219835,False,False,14
question_0183,2,0.925253012253577,False,False,14
question_0184,1,0.998921561758858,True,True,7
question_0185,1,0.4614824772071938,False,False,11
question_0186,3,0.7006186912900915,True,True,5
question_0187,2,0.9036032322225572,False,False,10
question_0188,1,0.9999993394206591,True,False,12
question_0189,3,0.6904774900997762,False,True,10
question_0190,3,0.8428435741849175,True,False,14
question_0191,1,0.536757430192401,False,True,5
question_0192,1,0.9967165258577636,True,True,10
question_0193,0,0.5172531236872705,True,True,15
question_0194,1,0.8924049605332681,False,False,11
question_0195,3,0.5168567200987513,True,True,11
question_0196,1,0.9522334849607512,True,True,12
question_0197,3,0.8907347572557547,True,True,10
question_0198,2,0.8674339095461323,False,False,11
question_0199,0,0.5280963245225196,True,True,12
question_0200,1,0.998208795720013,False,False,13
question_0201,1,0.999143218721332,False,False,3
question_0202,2,0.4688284168295095,True,True,13
question_0203,1,0.9980221919611462,False,False,11
question_0204,1,0.8137543475208133,False,False,12
question_0205,1,0.9996277702139016,False,True,12
question_0206,1,0.9999111909482856,False,True,9
question_0207,3,0.5568560384000425,False,True,12
question_0208,2,0.9676758197428481,True,True,11
question_0209,3,0.5294536564785455,False,False,9
question_0210,3,0.7985705582697719,False,False,10
question_0211,2,0.9610235472935886,True,True,10
question_0212,1,0.9999994606166813,True,True,9
question_0213,3,0.6429225842687732,False,True,10
question_0214,1,0.7162286140934206,False,True,8
question_0215,3,0.9206326682433954,True,True,7
question_0216,1,0.8055064883111889,True,True,6
question_0217,2,0.47401736567506875,False,False,12
question_0218,0,0.97103584976109,False,False,9
question_0219,1,0.5592033808001626,True,False,7
question_0220,3,0.9387421301787867,True,True,8
question_0221,3,0.9042356330660968,True,True,7
question_0222,1,0.9996461323936474,False,False,11
question_0223,3,0.9195022673532208,False,False,9
question_0224,2,0.6759268394111531,True,True,14
question_0225,2,0.9500185497718969,False,False,10
question_0226,2,0.9718636750831022,True,True,12
question_0227,3,0.9566966195101511,False,False,7
question_0228,0,0.5834308726686879,False,False,9
question_0229,3,0.9146849979835922,True,True,9
question_0230,2,0.9860854354719965,False,True,11
question_0231,2,0.7920252787927363,False,False,15
question_0232,1,0.43159369512008133,False,True,10
question_0233,3,0.7777939635391256,False,True,6
question_0234,2,0.9209078490501442,False,True,8
question_0235,3,0.6201584934931459,True,True,12
question_0236,0,0.43297285382269163,False,False,11
question_0237,1,0.9938574161214545,True,False,9
question_0238,1,0.9798424198994782,True,True,8
question_0239,2,0.8710469153732453,True,True,11
question_0240,3,0.8385895826144777,False,False,7
question_0241,1,0.9998969398629701,True,True,12
question_0242,1,0.9137247274287642,False,True,9
question_0243,3,0.873069242078066,True,True,9
question_0244,1,0.5313352609348767,True,True,12
question_0245,3,0.966297886262377,True,True,8
question_0246,3,0.6488627567046991,False,False,8
question_0247,3,0.8074563487031865,False,True,11
question_0248,1,0.5176356568424508,True,True,10
question_0249,3,0.9655461108659498,True,True,8
question_0250,1,0.5942491459392455,True,True,11
question_0251,2,0.8104540781923417,False,True,8
question_0252,2,0.9237257166127896,False,True,11
question_0253,1,0.8425172398628685,False,False,11
question_0254,1,0.7649376122438968,False,True,11
question_0255,3,0.9014494923146126,True,True,12
question_0256,3,0.6958946421230552,False,False,8
question_0257,2,0.5498953718899675,True,True,13
question_0258,3,0.8598633335925382,False,True,9
question_0259,1,0.9151418370690746,False,False,9
question_0260,2,0.9769750638645258,True,True,13
question_0261,1,0.9998837735618289,True,True,10
question_0262,2,0.6876780739978415,False,False,11
question_0263,3,0.684571270420183,False,False,10
question_0264,1,0.9277258049435673,False,True,8
question_0265,2,0.6827060422960586,False,False,11
question_0266,1,0.7535106278870926,True,True,10
question_0267,1,0.9993912833535276,False,False,9
question_0268,3,0.8243785338593437,True,True,11
question_0269,3,0.8870298469464867,True,False,10
question_0270,3,0.9559006960771722,False,True,7
question_0271,0,0.8777305045649532,False,True,12
question_0272,0,0.6233501579572496,True,True,11
question_0273,1,0.9999665322218351,False,True,8
question_0274,3,0.8135487112114186,True,True,7
question_0275,3,0.9368484249625054,True,True,9
question_0276,3,0.7772112334358875,False,True,10
question_0277,2,0.918357512277446,False,False,10
question_0278,1,0.9982316164760716,False,False,9
question_0279,1,0.8589828569097309,False,False,10
question_0280,3,0.876716150033091,True,True,10
question_0281,2,0.8888941303395823,False,False,11
question_0282,3,0.657005313425473,False,False,10
question_0283,2,0.8157236701138006,False,False,13
question_0284,3,0.6420904380909541,True,True,9
question_0285,1,0.8683794754909024,False,False,6
question_0286,2,0.5891102723481855,False,True,12
question_0287,2,0.9119580503569109,False,True,13
question_0288,1,0.9920336501090825,False,False,8
question_0289,3,0.8270347024441757,True,True,10
question_0290,3,0.7813122991226349,False,False,9
question_0291,3,0.9436591586434194,False,True,10
question_0292,2,0.9772828528236531,True,False,9
question_0293,2,0.9666756285843529,False,False,11
question_0294,3,0.9417543729964791,True,True,10
question_0295,1,0.999526400533419,True,True,12
question_0296,1,0.9983122889380031,False,False,12
question_0297,2,0.993865194606874,True,True,11
question_0298,1,0.5822102043540772,True,True,9
question_0299,2,0.7003388227421654,False,False,7
question_0300,2,0.6788546277431872,True,True,8
question_0301,1,0.6049071515773131,True,True,9
question_0302,1,0.7860051955442799,False,False,6
question_0303,3,0.8229354198335743,False,True,7
question_0304,3,0.7785104638722263,True,True,9
question_0305,0,0.6893268074947326,False,False,10
question_0306,2,0.9865165288161194,False,False,10
question_0307,1,0.6359252121735498,False,False,10
question_0308,2,0.9851649800176066,False,False,12
question_0309,1,0.5981655222212037,True,True,12
question_0310,3,0.8864993225483794,True,False,6
question_0311,2,0.5870301434719563,False,True,11
question_0312,2,0.9711139901331963,False,True,12
question_0313,1,0.9578627191948196,False,True,12
question_0314,1,0.8063630855415409,False,False,8
question_0315,2,0.3979481162617206,True,True,8
question_0316,1,0.8952887244511809,True,True,10
question_0317,3,0.8511744161224717,False,False,7
question_0318,1,0.9284413019852388,False,False,10
question_0319,3,0.9669151860934475,False,False,7
question_0320,1,0.9999999977026661,True,True,10
question_0321,3,0.8474085534281065,True,True,7
question_0322,0,0.7398477261981188,True,True,9
question_0323,3,0.5502957153921242,False,False,11
question_0324,3,0.8829876315599829,False,False,6
question_0325,2,0.9123569112874816,True,True,11
question_0326,0,0.642832332814349,True,True,8
question_0327,1,0.999936357752504,True,False,12
question_0328,2,0.9559947951698469,True,True,11
question_0329,2,0.7436070733367312,True,True,12
question_0330,3,0.5781310389542355,False,True,11
question_0331,2,0.6806344676811086,False,False,9
question_0332,1,0.46913902134798297,False,False,10
question_0333,1,0.9998167511764421,False,False,7
question_0334,2,0.9788136712104859,False,False,12
question_0335,3,0.766427766767549,False,False,8
question_0336,0,0.746165473807571,True,True,11
question_0337,2,0.905186430415036,False,True,13
question_0338,1,0.9980968205778026,True,True,9
question_0339,2,0.6862794044860638,True,True,10
question_0340,1,0.5797698828518791,True,True,9
question_0341,2,0.5013261386275373,False,True,8
question_0342,3,0.45532069965073785,False,True,10
question_0343,1,0.9997732526078014,True,True,4
question_0344,2,0.6164457439631995,False,False,16
question_0345,3,0.707820807082231,False,False,13
question_0346,1,0.5869188107205116,False,True,9
question_0347,2,0.8223296624935322,True,True,9
question_0348,1,0.6457592856020806,True,True,12
question_0349,2,0.8909621314001399,False,True,12
question_0350,2,0.9890412937037003,False,False,11
question_0351,2,0.8280837284500475,False,True,10
question_0352,3,0.9472184075364956,True,True,9
question_0353,3,0.9240907362242389,True,True,8
question_0354,3,0.371083457567164,False,False,10
question_0355,3,0.8107173825898119,True,True,15
question_0356,1,0.9999977676633994,True,False,8
question_0357,3,0.5419919764241623,False,True,8
question_0358,1,0.6355215270940696,False,False,11
question_0359,1,0.9493782637268586,True,True,12
question_0360,1,0.9999613133067471,True,False,12
question_0361,2,0.8653651079375694,True,True,14
question_0362,1,0.999632795904708,False,True,9
question_0363,1,0.7507436540099082,True,True,7
question_0364,1,0.9987665231359341,False,False,6
question_0365,1,0.9999569058325162,True,True,9
question_0366,0,0.8385477500953051,False,True,8
question_0367,2,0.7969761346880894,True,True,10
question_0368,1,0.4180175847737355,False,False,9
question_0369,3,0.918128777825212,False,False,8
question_0370,2,0.8711939463537756,True,True,9
question_0371,1,0.999830134783538,True,True,12
question_0372,3,0.9552747677938112,False,False,9
question_0373,3,0.6256180341513408,True,True,8
question_0374,3,0.7482472665651161,True,True,13
question_0375,2,0.45665771767633395,False,False,6
question_0376,2,0.6504956822887764,False,False,9
question_0377,1,0.8448040269268287,False,True,9
question_0378,2,0.9890812125707071,True,False,10
question_0379,1,0.9994231468958631,False,False,7
question_0380,1,0.4333636369233175,True,True,9
question_0381,3,0.8448246884083608,False,True,12
question_0382,1,0.9367476322508406,True,False,10
question_0383,3,0.6373898950075639,True,False,13
question_0384,3,0.9056943190526308,True,True,7
question_0385,1,0.9991039768434566,False,True,9
question_0386,2,0.939842617840447,False,True,11
question_0387,1,0.9999630866976384,False,False,7
question_0388,2,0.9451441062676745,True,True,13
question_0389,3,0.9256274488127266,False,False,7
question_0390,3,0.8658156152315085,False,False,10
question_0391,2,0.5419666642778782,False,False,8
question_0392,2,0.4218802887289877,True,True,9
question_0393,3,0.7526873202775075,False,False,10
question_0394,0,0.986840942628018,True,True,16
question_0395,0,0.6074118959396958,True,True,9
question_0396,3,0.7248299691719684,False,False,8
question_0397,3,0.9692229878855536,False,True,7
question_0398,1,0.9996295658342503,True,True,12
question_0399,1,0.9999995952491505,True,True,13
question_0400,1,0.9691864230541622,True,False,5
question_0401,2,0.9396560903180765,False,True,10
question_0402,1,0.7856655217197762,True,True,10
question_0403,3,0.8833134935482222,False,True,9
question_0404,2,0.6807127583900702,False,True,12
question_0405,3,0.6212071481353603,False,False,9
question_0406,2,0.5490151328274492,False,False,11
question_0407,2,0.5727374004719821,True,True,8
question_0408,1,0.9977258886432481,False,True,6
question_0409,3,0.8595988441508837,False,True,9
question_0410,2,0.7511345953864043,True,True,10
question_0411,1,0.9958274597449918,False,False,14
question_0412,3,0.7781719488186472,True,True,6
question_0413,2,0.7260522829774676,False,True,12
question_0414,3,0.6950827261703783,True,True,8
question_0415,1,0.9877997469948093,True,True,10
question_0416,2,0.8184542877883567,False,False,9
question_0417,1,0.990626148303532,False,True,9
question_0418,3,0.5788050779321806,True,True,9
question_0419,1,0.9339062696471448,True,True,11
question_0420,1,0.4750326927915504,False,False,8
question_0421,1,0.9350490752787388,True,True,7
question_0422,1,0.999913740954532,True,True,4
question_0423,3,0.919529800294106,False,False,9
question_0424,1,0.6838060048852928,False,True,10
question_0425,0,0.5793807179642935,False,False,10
question_0426,1,0.7815831058676745,False,False,6
question_0427,3,0.7200684829186744,True,True,6
question_0428,1,0.997061282388389,False,False,7
question_0429,3,0.8782992443856554,True,True,8
question_0430,3,0.5517849602553008,False,False,11
question_0431,1,0.9823448326769334,True,True,10
question_0432,2,0.7342930338431068,False,False,8
question_0433,3,0.6430245039665342,True,True,10
question_0434,1,0.9957825392726065,False,True,11
question_0435,2,0.9016296317478673,False,True,11
question_0436,1,0.71582116381278,True,True,8
question_0437,2,0.4812133244176903,False,False,13
question_0438,2,0.8892797973916173,False,False,12
question_0439,2,0.8187298720266397,False,False,10
question_0440,3,0.6708397711760382,False,True,12
question_0441,1,0.9841046431079679,True,True,11
question_0442,1,0.9931053183972295,True,False,7
question_0443,3,0.9379340425972376,False,False,7
question_0444,3,0.941525681969817,True,True,12
question_0445,0,0.5075835816415505,False,False,5
question_0446,0,0.7957744871635976,False,True,6
question_0447,2,0.9003388099480106,True,True,11
question_0448,0,0.8995010057417143,True,True,6
question_0449,2,0.9776833446669294,False,True,12
question_0450,3,0.6401051683560921,True,True,10
question_0451,2,0.8182397892103929,True,True,8
question_0452,0,0.8386006981556783,True,True,9
question_0453,1,0.9984011176270909,True,True,13
question_0454,3,0.8625115775696343,False,False,10
question_0455,3,0.6397315469982678,True,False,10
question_0456,3,0.6934788852159949,False,False,7
question_0457,3,0.751897901448787,False,False,9
question_0458,3,0.9634907524522976,True,True,8
question_0459,2,0.8911080351238357,True,True,10
question_0460,3,0.9237446053967283,True,True,7
question_0461,1,0.9624139624603274,True,True,12
question_0462,1,0.629429279669986,True,True,8
question_0463,3,0.7891367850317825,False,True,8
question_0464,2,0.9242193476972359,False,True,16
question_0465,1,0.9999998989427341,False,True,11
question_0466,3,0.4756075107008476,False,False,10
question_0467,2,0.7914984776480113,False,True,10
question_0468,1,0.9999968803826166,True,True,9
question_0469,0,0.9948670289411415,False,True,7
question_0470,2,0.4743674243330777,True,True,10
question_0471,3,0.6433338716740578,False,False,12
question_0472,2,0.9165793201657161,False,False,9
question_0473,0,0.9264058684142832,True,True,9
question_0474,2,0.9297263792890448,False,True,12
question_0475,1,0.7172889410850497,True,True,10
question_0476,2,0.8889116121946498,True,True,12
question_0477,0,0.8884592251627907,True,False,11
question_0478,1,0.9995452966624637,False,False,4
question_0479,2,0.788646685407265,True,True,9
question_0480,1,0.5907645262293585,True,True,13
question_0481,2,0.701668424691668,True,True,9
question_0482,1,0.8714384432779624,False,True,10
question_0483,2,0.7711145259542893,True,True,10
question_0484,2,0.7346990798092233,False,True,8
question_0485,2,0.841728157805148,False,False,11
question_0486,1,0.5405918397292356,False,True,6
question_0487,2,0.9442469823640119,True,True,8
question_0488,2,0.5171143909111131,False,True,8
question_0489,1,0.9980278360767622,False,False,9
question_0490,3,0.5319742748642499,True,True,7
question_0491,2,0.5015245526791786,False,False,12
question_0492,3,0.905857683650144,True,True,8
question_0493,0,0.6338812553252463,False,False,10
question_0494,2,0.7380079006303263,False,False,12
question_0495,3,0.859856720936055,False,True,9
question_0496,1,0.9999929793252597,True,True,12
question_0497,3,0.8613804520717555,True,True,10
question_0498,3,0.8728110438619412,True,True,6
question_0499,3,0.9689796432143142,False,False,9
question_0500,1,0.4489215570028969,False,True,10
question_0501,2,0.5902417145185808,True,True,13
question_0502,0,0.9093418889468291,False,True,10
question_0503,3,0.9273793983185191,False,True,6
question_0504,1,0.9990691264527051,True,True,10
question_0505,0,0.7631794694420109,False,False,8
question_0506,2,0.6376849696095462,False,False,7
question_0507,1,0.6307020363746054,False,True,12
question_0508,3,0.9217279470284191,False,True,7
question_0509,3,0.8441803460828697,True,True,9
question_0510,2,0.6572295284239623,False,True,10
question_0511,0,0.7868842157064305,False,False,7
question_0512,1,0.9923102596613202,False,False,10
question_0513,2,0.7739505506441121,True,True,8
question_0514,1,0.9340417649603409,False,False,11
question_0515,3,0.8896147831763395,True,True,8
question_0516,2,0.5923589668032663,True,True,9
question_0517,2,0.9847101647168418,True,True,10
question_0518,3,0.9355852485319888,True,True,8
question_0519,3,0.47416961510201955,False,False,8
question_0520,2,0.9838987992547747,False,False,11
question_0521,3,0.5957310944153504,False,True,12
question_0522,3,0.9384219366471611,False,False,9
question_0523,2,0.9772151928566332,False,False,10
question_0524,2,0.8454485739024576,False,False,10
question_0525,1,0.9937836245024879,True,False,12
question_0526,1,0.8946863233673052,True,True,8
question_0527,1,0.9990215498033137,False,True,5
question_0528,2,0.9897503990113252,True,True,9
question_0529,3,0.8158223413961018,True,True,9
question_0530,2,0.5996910752501313,True,True,14
question_0531,3,0.5570446978556938,True,True,11
question_0532,1,0.8860712570553458,False,False,12
question_0533,3,0.6878439895574747,False,True,8
question_0534,3,0.7560816251581314,False,True,12
question_0535,3,0.7224026547663306,True,True,9
question_0536,3,0.5777823147188847,False,True,9
question_0537,1,0.8539963470160403,False,True,9
question_0538,0,0.6932627185535462,False,False,11
question_0539,3,0.8361343469929806,False,False,7
question_0540,3,0.9810635347262828,True,True,6
question_0541,3,0.6449329619132489,False,True,7
question_0542,2,0.9715038751691927,False,False,14
question_0543,0,0.9968362380571855,False,False,10
question_0544,2,0.9795559430767514,True,True,9
question_0545,0,0.971260096577911,False,True,9
question_0546,1,0.959428475594547,False,True,8
question_0547,0,0.5943390427468962,True,True,10
question_0548,1,0.5698428673181252,False,True,7
question_0549,3,0.4928977056388368,False,False,10
question_0550,3,0.7560095203127417,False,False,10
question_0551,2,0.8515373437392619,False,True,8
question_0552,3,0.821405721317039,False,False,12
question_0553,3,0.9769425588512289,True,True,8
question_0554,1,0.9961312239290289,False,False,5
question_0555,0,0.5208735639359792,True,True,6
question_0556,0,0.9461799452428536,True,True,4
question_0557,3,0.8953747181109301,False,True,6
question_0558,1,0.9975133338699308,False,False,9
question_0559,2,0.9275614441297995,False,False,11
question_0560,1,0.9536319535069959,False,True,7
question_0561,3,0.7014398258984748,False,True,8
question_0562,3,0.5066966507620544,True,True,9
question_0563,1,0.7501528647129415,False,True,9
question_0564,3,0.5330128997244636,False,False,10
question_0565,2,0.7242361828201321,False,True,11
question_0566,1,0.9977862171015242,False,False,7
question_0567,0,0.8677551659338943,False,False,9
question_0568,1,0.5142072046046198,True,True,7
question_0569,1,0.9898002889300344,False,True,8
question_0570,2,0.6672064437419347,False,False,10
question_0571,2,0.9559820148777627,True,False,10
question_0572,1,0.9921158488551651,True,True,7
question_0573,3,0.9738405615892225,False,False,10
question_0574,3,0.8255174556003436,True,True,13
question_0575,3,0.8806732529615485,True,True,11
question_0576,2,0.5435879181826871,True,True,12
question_0577,1,0.9053872337887305,False,True,8
question_0578,3,0.9633367671574933,True,True,7
question_0579,1,0.5414333906622526,True,False,5
question_0580,1,0.9999537880127458,True,True,12
question_0581,2,0.9784653554807538,False,False,8
question_0582,1,0.6442383618173824,True,False,12
question_0583,1,0.9998708482357036,True,True,3
question_0584,1,0.9977639686653675,False,False,9
question_0585,1,0.9070322705628161,False,False,7
question_0586,2,0.8617754425805384,True,True,12
question_0587,0,0.9673160686979544,False,True,4
question_0588,1,0.9999998551784477,False,True,10
question_0589,1,0.9989141609335228,True,True,9
question_0590,3,0.9197504353082822,False,False,6
question_0591,3,0.8931148491789811,False,False,8
question_0592,2,0.5818941908387999,True,False,8
question_0593,2,0.9714745311712597,True,True,14
question_0594,3,0.9217281273095933,False,False,8
question_0595,1,0.9992771379358909,False,False,10
question_0596,1,0.9999245035301002,False,True,8
question_0597,1,0.6540888519811403,False,True,7
question_0598,3,0.9668384897364487,True,True,8
question_0599,2,0.5099203276170474,False,True,9
question_0600,1,0.8934323965104733,False,True,12
question_0601,1,0.9904913601049629,False,False,3
question_0602,0,0.937115443136733,False,True,12
question_0603,2,0.6205846797950263,False,False,9
question_0604,3,0.5462662628148734,False,True,8
question_0605,1,0.6200794152564193,False,True,6
question_0606,3,0.8690979622633996,True,True,7
question_0607,2,0.8330204580615038,True,True,11
question_0608,3,0.9701733149619178,False,False,8
question_0609,2,0.8981359000637733,True,True,14
question_0610,2,0.8316368635381931,False,True,9
question_0611,1,0.9995724509185572,False,True,4
question_0612,1,0.6916979494783219,False,True,12
question_0613,1,0.498252092239794,True,True,7
question_0614,0,0.7881252414867121,True,True,11
question_0615,2,0.9126531937729708,False,False,12
question_0616,3,0.5214504425771209,True,True,8
question_0617,3,0.7749177283363633,True,True,9
question_0618,3,0.9605246967796955,False,True,11
question_0619,2,0.9934072420562597,False,True,11
question_0620,1,0.9999998837934033,True,True,7
question_0621,2,0.7687975779402758,False,False,10
question_0622,2,0.9369756816789867,False,True,10
question_0623,1,0.987363176956475,False,True,12
question_0624,0,0.9433155209608155,True,True,9
question_0625,3,0.6521751402200124,True,True,11
question_0626,3,0.6844841838908341,True,True,6
question_0627,1,0.575111010430638,True,True,8
question_0628,3,0.9385713268150374,False,False,9
question_0629,0,0.9992454653138776,False,True,18
question_0630,1,0.7199059631367942,False,False,10
question_0631,3,0.5001672541252892,False,False,6
question_0632,0,0.4400682448839944,False,False,8
question_0633,1,0.9999999999988702,False,True,6
question_0634,3,0.8575608763355865,True,True,13
question_0635,1,0.6510181044771315,False,True,8
