key,cluster,membership_probability,base_correct,full_correct,n_evidence_values
question_0052,1,0.6641325832579621,False,False,10
question_0053,1,0.9945355067039108,False,False,9
question_0054,1,0.9929757263487714,False,False,14
question_0055,1,0.9733409991287008,False,False,8
question_0056,1,0.989739667242583,False,True,10
question_0057,0,0.9848107866871479,False,False,10
question_0058,1,0.9923551546244027,False,False,10
question_0059,1,0.9859743213091033,True,False,10
question_0060,0,0.9409471920790884,True,True,9
question_0061,1,0.5509350836673437,True,True,11
question_0062,0,0.900356501941618,True,True,11
question_0063,0,0.9995337253258598,False,True,13
question_0064,1,0.8470448183087748,False,False,10
question_0065,0,0.8778350387580187,True,True,9
question_0066,1,0.991768763316642,False,False,11
question_0067,1,0.972882795027235,True,True,11
question_0068,1,0.9675458179160061,False,False,9
question_0069,0,0.9999530474385578,True,True,8
question_0070,0,0.566375328220513,True,False,14
question_0071,1,0.9930651737071136,True,True,12
question_0072,0,0.8879909720262081,False,False,13
question_0073,1,0.9611343144669954,True,True,10
question_0074,1,0.5374032838604558,True,True,12
question_0075,0,0.9999977090034686,False,True,15
question_0076,1,0.9488575562060483,False,False,10
question_0077,1,0.6665566958014184,False,True,14
question_0078,1,0.9913145615478894,False,True,12
question_0079,1,0.9622999063940042,True,True,13
question_0080,1,0.6193002613235765,False,True,7
question_0081,0,0.8055316701637005,True,True,11
question_0082,0,0.999999999967816,True,True,10
question_0083,1,0.565704377877484,False,True,8
question_0084,1,0.9500429083634547,True,True,10
question_0085,1,0.9585061689279329,False,False,8
question_0086,0,0.8975269416769267,False,True,13
question_0087,1,0.9962576200773998,True,True,16
question_0088,1,0.8500492483018043,True,True,14
question_0089,1,0.9187176262866703,False,True,10
question_0090,1,0.97674323145435,True,True,8
question_0091,0,0.5774180517348894,True,True,9
question_0092,1,0.994665697961155,False,True,11
question_0093,1,0.6643027346773828,True,True,10
question_0094,1,0.9898278560036877,True,True,10
question_0095,0,0.5227762219092308,True,True,10
question_0096,1,0.9807745726723844,True,True,9
question_0097,0,0.9999218064989369,False,False,7
question_0098,1,0.9336322154846852,True,True,12
question_0099,1,0.7495769540088585,False,False,8
question_0100,1,0.5970260486112241,True,True,13
question_0101,0,0.9689300578024417,False,True,10
question_0102,1,0.9864435008766945,False,False,12
question_0103,0,0.6964639542663624,True,True,9
question_0104,0,0.9995734524214537,False,True,10
question_0105,1,0.9848579059273435,False,False,12
question_0106,1,0.9553444078940302,False,True,11
question_0107,1,0.9924172286741632,False,False,10
question_0108,1,0.9122329356114962,True,True,12
question_0109,1,0.9946327344092352,False,False,11
question_0110,1,0.8989241077607178,False,False,8
question_0111,1,0.7968863005168687,True,True,10
question_0112,0,0.660616046963626,False,False,10
question_0113,1,0.9121006199197238,False,True,13
question_0114,1,0.9199739931473493,False,True,10
question_0115,1,0.8444442200700287,False,True,10
question_0116,1,0.6104806573872352,False,False,7
question_0117,1,0.9797451532593597,False,False,11
question_0118,0,0.8054265514684993,True,False,13
question_0119,1,0.9162876551172111,False,True,8
question_0120,1,0.8357061323344881,True,True,8
question_0121,1,0.9601346461090596,False,True,13
question_0122,1,0.9852428352119118,False,False,11
question_0123,1,0.9883650903898511,False,False,13
question_0124,1,0.9841651478698933,False,False,9
question_0125,0,0.9128835919462961,True,True,10
question_0126,1,0.9295344829102851,True,True,10
question_0127,1,0.9853028067241703,True,True,9
question_0128,1,0.9484401486433963,False,True,8
question_0129,1,0.9903788879255366,True,True,13
question_0130,0,0.5223298969792198,True,True,9
question_0131,1,0.7925019574673766,True,True,5
question_0132,0,0.6744723432209796,False,True,12
question_0133,1,0.8873474825142326,False,True,10
question_0134,1,0.9068665700161128,False,False,8
question_0135,1,0.9759128136503963,False,False,10
question_0136,1,0.9632373441790733,False,False,12
question_0137,0,0.9389359449702119,True,False,12
question_0138,0,0.9981086210434279,True,True,8
question_0139,1,0.9744170504753632,False,True,10
question_0140,1,0.9853069734060156,True,True,11
question_0141,1,0.9888044510389787,False,False,9
question_0142,1,0.9884253986689259,False,True,9
question_0143,0,0.9975792056541674,True,True,3
question_0144,1,0.9700993140992709,False,True,14
question_0145,1,0.9964463787871283,False,True,13
question_0146,1,0.955720954677197,False,False,12
question_0147,1,0.9659489458212103,False,True,10
question_0148,1,0.9749686043836311,False,False,9
question_0149,1,0.6916149060725446,False,False,17
question_0150,1,0.9772614067390426,False,False,10
question_0151,0,0.9999999714215736,False,True,7
question_0152,1,0.9944090461256465,False,False,11
question_0153,0,0.541343603394733,False,False,7
question_0154,1,0.5934127921735844,False,True,10
question_0155,1,0.9085799918748161,True,True,11
question_0156,0,0.8827659652562375,True,True,7
question_0157,0,0.999982369411594,False,False,11
question_0158,1,0.6424537559395886,True,True,9
question_0159,1,0.7555495582004992,False,True,9
question_0160,0,0.9962032980239652,False,True,9
question_0161,0,0.6587921497281405,True,True,10
question_0162,1,0.8658820033113755,False,False,11
question_0163,0,0.6476822658591084,True,False,10
question_0164,0,0.9864140621516051,False,True,12
question_0165,1,0.9940102258671757,False,False,11
question_0166,0,0.998298048381068,True,True,5
question_0167,1,0.8328787377536899,False,True,10
question_0168,1,0.9975076741381166,False,False,12
question_0169,1,0.8409151434577553,False,False,11
question_0170,0,0.9470896967547726,True,True,10
question_0171,0,0.999999999998014,False,True,12
question_0172,1,0.9569657289041935,False,True,7
question_0173,1,0.9920895091212301,True,True,8
question_0174,1,0.9519980387986459,True,True,12
question_0175,0,0.6200668414950572,True,True,12
question_0176,1,0.8859904861526938,True,True,8
question_0177,1,0.9930403297367332,False,False,11
question_0178,1,0.9941321125687117,False,True,13
question_0179,0,0.7148049201606202,True,True,12
question_0180,1,0.7896899721671086,True,True,11
question_0181,1,0.9179033074459032,False,True,12
question_0182,0,0.8064860372912325,False,False,14
question_0183,1,0.9287219869422034,False,False,14
question_0184,0,0.9999701729306137,True,True,7
question_0185,1,0.8492697404779058,False,False,11
question_0186,1,0.6016508512147077,True,True,5
question_0187,1,0.9292333147042078,False,False,10
question_0188,0,0.9999929320028925,True,False,12
question_0189,1,0.9193387846777006,False,True,10
question_0190,1,0.988888613532787,True,False,14
question_0191,0,0.7851508757422493,False,True,5
question_0192,0,0.6636242915020445,True,True,10
question_0193,0,0.8113366603472814,True,True,15
question_0194,0,0.9703035336529495,False,False,11
question_0195,1,0.9847339735388235,True,True,11
question_0196,1,0.5175870500603599,True,True,12
question_0197,1,0.9921441673178106,True,True,10
question_0198,1,0.9609189727528722,False,False,11
question_0199,0,0.9894654322515448,True,True,12
question_0200,0,0.7451532751026346,False,False,13
question_0201,0,0.9999587133686303,False,False,3
question_0202,1,0.8785096606822762,True,True,13
question_0203,0,0.9046576733363663,False,False,11
question_0204,1,0.6294665849388421,False,False,12
question_0205,0,0.9879683627009074,False,True,12
question_0206,0,0.9982057945342766,False,True,9
question_0207,1,0.9940604245004078,False,True,12
question_0208,1,0.9962058722752731,True,True,11
question_0209,1,0.9852769231065117,False,False,9
question_0210,1,0.9933393562502977,False,False,10
question_0211,1,0.990727966214672,True,True,10
question_0212,0,0.9999999998451123,True,True,9
question_0213,1,0.9843906841042526,False,True,10
question_0214,1,0.8428247697963255,False,True,8
question_0215,1,0.9848149317994986,True,True,7
question_0216,0,0.5388403145132213,True,True,6
question_0217,1,0.7789396630316004,False,False,12
question_0218,0,0.9999942426777331,False,False,9
question_0219,0,0.7536714272197965,True,False,7
question_0220,1,0.9656260840790171,True,True,8
question_0221,1,0.9927661612914943,True,True,7
question_0222,0,0.9999998845897617,False,False,11
question_0223,1,0.9516564442128288,False,False,9
question_0224,1,0.798438750266753,True,True,14
question_0225,1,0.9947280886802761,False,False,10
question_0226,1,0.9939473222522415,True,True,12
question_0227,1,0.9635087496478774,False,False,7
question_0228,0,0.9952285819001152,False,False,9
question_0229,1,0.9623604897891144,True,True,9
question_0230,1,0.980581416810881,False,True,11
question_0231,1,0.8556107688208722,False,False,15
question_0232,1,0.6054276078103801,False,True,10
question_0233,1,0.7890565025986684,False,True,6
question_0234,1,0.9718412746174121,False,True,8
question_0235,1,0.982333419636325,True,True,12
question_0236,0,0.6272426060782713,False,False,11
question_0237,1,0.6228277792054508,True,False,9
question_0238,1,0.686294371795216,True,True,8
question_0239,1,0.9082641963302557,True,True,11
question_0240,1,0.7197932704175182,False,False,7
question_0241,0,0.9545761337723737,True,True,12
question_0242,1,0.8720749113945052,False,True,9
question_0243,1,0.7264053251438406,True,True,9
question_0244,1,0.517527582258564,True,True,12
question_0245,1,0.9628993519634795,True,True,8
question_0246,1,0.8338897744141666,False,False,8
question_0247,1,0.9850956213537424,False,True,11
question_0248,0,0.8253217965765623,True,True,10
question_0249,1,0.9812990586090176,True,True,8
question_0250,0,0.975598703488937,True,True,11
question_0251,1,0.9886414082112502,False,True,8
question_0252,1,0.9424087341884735,False,True,11
question_0253,0,0.6454083121884395,False,False,11
question_0254,0,0.5188660237255729,False,True,11
question_0255,1,0.9897412882949472,True,True,12
question_0256,1,0.9893744597849319,False,False,8
question_0257,1,0.6903429679166982,True,True,13
question_0258,1,0.9919647721238196,False,True,9
question_0259,0,0.9999266109537056,False,False,9
question_0260,1,0.9798027853228007,True,True,13
question_0261,0,0.99850191707463,True,True,10
question_0262,1,0.9092355459072254,False,False,11
question_0263,1,0.5950417623878104,False,False,10
question_0264,0,0.9978139983720289,False,True,8
question_0265,1,0.9839188351232684,False,False,11
question_0266,1,0.7362938724497778,True,True,10
question_0267,0,0.9998093133455469,False,False,9
question_0268,1,0.9928571129143121,True,True,11
question_0269,1,0.8557032590175402,True,False,10
question_0270,1,0.9870029331437034,False,True,7
question_0271,0,0.9977979683291835,False,True,12
question_0272,0,0.9834883295772129,True,True,11
question_0273,0,0.9999997417055773,False,True,8
question_0274,1,0.9016985956201786,True,True,7
question_0275,1,0.9718117437952786,True,True,9
question_0276,1,0.9894083143291501,False,True,10
question_0277,1,0.9861112327339672,False,False,10
question_0278,0,0.9980932142501232,False,False,9
question_0279,0,0.7941961811958511,False,False,10
question_0280,1,0.9002892121539156,True,True,10
question_0281,1,0.9831451236195031,False,False,11
question_0282,1,0.9582661695239977,False,False,10
question_0283,1,0.9960501448559286,False,False,13
question_0284,1,0.9892230721344565,True,True,9
question_0285,0,0.9985152276603897,False,False,6
question_0286,1,0.9853711478816537,False,True,12
question_0287,1,0.996063451374318,False,True,13
question_0288,0,0.9999999992192166,False,False,8
question_0289,1,0.9491172411212638,True,True,10
question_0290,1,0.7759062360430253,False,False,9
question_0291,1,0.985192475355606,False,True,10
question_0292,1,0.9881329663378761,True,False,9
question_0293,1,0.982217442277121,False,False,11
question_0294,1,0.9816359703563018,True,True,10
question_0295,0,0.9996325358384338,True,True,12
question_0296,0,0.9999969316604584,False,False,12
question_0297,1,0.9834226431270556,True,True,11
question_0298,0,0.9218402070559211,True,True,9
question_0299,1,0.9637756443924357,False,False,7
question_0300,1,0.9526369415976527,True,True,8
question_0301,0,0.992664729916225,True,True,9
question_0302,0,0.7626688506921054,False,False,6
question_0303,1,0.8967856701051613,False,True,7
question_0304,1,0.968117882182265,True,True,9
question_0305,0,0.9704579600365378,False,False,10
question_0306,1,0.9963880530918219,False,False,10
question_0307,1,0.508402281259562,False,False,10
question_0308,1,0.9924206984440281,False,False,12
question_0309,1,0.6758181366582382,True,True,12
question_0310,1,0.8832413377668549,True,False,6
question_0311,1,0.9956380915125831,False,True,11
question_0312,1,0.9959686168012092,False,True,12
question_0313,0,0.612499507081975,False,True,12
question_0314,0,0.9982771956612445,False,False,8
question_0315,1,0.8932334050276948,True,True,8
question_0316,0,0.9983880618413937,True,True,10
question_0317,1,0.7521763304238666,False,False,7
question_0318,0,0.907850155858103,False,False,10
question_0319,1,0.9685995604106042,False,False,7
question_0320,0,0.999999999999627,True,True,10
question_0321,1,0.8005067761543435,True,True,7
question_0322,0,0.9818878354912964,True,True,9
question_0323,1,0.8989461827031515,False,False,11
question_0324,1,0.920686914909019,False,False,6
question_0325,1,0.9924307225737662,True,True,11
question_0326,0,0.9209749889183992,True,True,8
question_0327,0,0.9995430172921703,True,False,12
question_0328,1,0.9816619040755629,True,True,11
question_0329,1,0.9939563149949389,True,True,12
question_0330,1,0.6224072350015696,False,True,11
question_0331,1,0.9408804848958984,False,False,9
question_0332,1,0.5291135220987611,False,False,10
question_0333,0,0.9999757808338658,False,False,7
question_0334,1,0.9954836755052034,False,False,12
question_0335,1,0.8964592772535687,False,False,8
question_0336,0,0.9579881136425686,True,True,11
question_0337,1,0.9669938695154899,False,True,13
question_0338,0,0.6554258827860122,True,True,9
question_0339,1,0.9930521978090365,True,True,10
question_0340,0,0.9878639723217821,True,True,9
question_0341,1,0.9875579239414396,False,True,8
question_0342,1,0.9358455167583771,False,True,10
question_0343,0,0.9994327531486675,True,True,4
question_0344,1,0.7178301655193062,False,False,16
question_0345,1,0.995556809611429,False,False,13
question_0346,1,0.6783823724601362,False,True,9
question_0347,1,0.9762694347019041,True,True,9
question_0348,1,0.6708114969411265,True,True,12
question_0349,1,0.9583666551071142,False,True,12
question_0350,1,0.916370250430291,False,False,11
question_0351,1,0.9875608205764319,False,True,10
question_0352,1,0.9796950555429728,True,True,9
question_0353,1,0.8932050966057786,True,True,8
question_0354,1,0.7137784748888525,False,False,10
question_0355,1,0.7010530088207277,True,True,15
question_0356,0,0.9999999998920153,True,False,8
question_0357,1,0.9930504482732693,False,True,8
question_0358,1,0.8139158112630327,False,False,11
question_0359,0,0.9958429560908563,True,True,12
question_0360,0,0.9996403909924033,True,False,12
question_0361,1,0.993204570139429,True,True,14
question_0362,0,0.9999420552181317,False,True,9
question_0363,0,0.997548847264567,True,True,7
question_0364,0,0.9899180003314356,False,False,6
question_0365,0,0.9983729107096961,True,True,9
question_0366,0,0.9999910088621866,False,True,8
question_0367,1,0.936194128624112,True,True,10
question_0368,0,0.7459361666535128,False,False,9
question_0369,1,0.977016500504965,False,False,8
question_0370,1,0.8948460205656502,True,True,9
question_0371,0,0.9746278893518031,True,True,12
question_0372,1,0.9858571117066791,False,False,9
question_0373,1,0.995128328191867,True,True,8
question_0374,1,0.9729416570695267,True,True,13
question_0375,1,0.8926699899638718,False,False,6
question_0376,1,0.9948883122164917,False,False,9
question_0377,0,0.9147841247677406,False,True,9
question_0378,1,0.9931496418959568,True,False,10
question_0379,0,0.7763694739578768,False,False,7
question_0380,0,0.5961523862627531,True,True,9
question_0381,1,0.8967593802017595,False,True,12
question_0382,1,0.5562925288885127,True,False,10
question_0383,0,0.5741616752402735,True,False,13
question_0384,1,0.9226345046105824,True,True,7
question_0385,0,0.8907136360352418,False,True,9
question_0386,1,0.992922359078837,False,True,11
question_0387,0,0.9999503668824755,False,False,7
question_0388,1,0.9905265925105604,True,True,13
question_0389,1,0.9879213876655231,False,False,7
question_0390,1,0.9899738334127929,False,False,10
question_0391,1,0.7888884586266213,False,False,8
question_0392,1,0.9682176187207652,True,True,9
question_0393,1,0.9347520319955327,False,False,10
question_0394,0,0.9999663340183894,True,True,16
question_0395,0,0.7964653037297937,True,True,9
question_0396,1,0.84751842720763,False,False,8
question_0397,1,0.9882386218432133,False,True,7
question_0398,0,0.9994019489028051,True,True,12
question_0399,0,0.9999999734004209,True,True,13
question_0400,0,0.5866453318421753,True,False,5
question_0401,1,0.9541113997574188,False,True,10
question_0402,0,0.7688670677869432,True,True,10
question_0403,1,0.8905138208263104,False,True,9
question_0404,1,0.7671246561384828,False,True,12
question_0405,1,0.9952275644491081,False,False,9
question_0406,1,0.9875768844722885,False,False,11
question_0407,1,0.8471928553533907,True,True,8
question_0408,0,0.9999997906391448,False,True,6
question_0409,1,0.9821897021673685,False,True,9
question_0410,1,0.9933069105748361,True,True,10
question_0411,0,0.5459191668705117,False,False,14
question_0412,1,0.851183998764445,True,True,6
question_0413,1,0.8666174424466616,False,True,12
question_0414,1,0.7931173603015421,True,True,8
question_0415,0,0.8347670187739645,True,True,10
question_0416,1,0.9898008366983388,False,False,9
question_0417,0,0.8098922648659586,False,True,9
question_0418,1,0.8433060042541209,True,True,9
question_0419,1,0.6190665366769098,True,True,11
question_0420,1,0.637142713204185,False,False,8
question_0421,0,0.9561004433606642,True,True,7
question_0422,0,0.9999999920435947,True,True,4
question_0423,1,0.9146603193732675,False,False,9
question_0424,0,0.9995344511617728,False,True,10
question_0425,0,0.999626827813505,False,False,10
question_0426,1,0.7332903569826769,False,False,6
question_0427,1,0.9399698065067156,True,True,6
question_0428,0,0.9988520319602859,False,False,7
question_0429,1,0.9769359767629046,True,True,8
question_0430,1,0.9913597824421332,False,False,11
question_0431,0,0.9058719818688918,True,True,10
question_0432,1,0.9847157106127781,False,False,8
question_0433,1,0.9956944363754574,True,True,10
question_0434,0,0.9915350009069007,False,True,11
question_0435,1,0.9660703175217888,False,True,11
question_0436,1,0.8008541170993566,True,True,8
question_0437,1,0.6908935729440434,False,False,13
question_0438,1,0.9912830294794936,False,False,12
question_0439,1,0.9825382702499259,False,False,10
question_0440,1,0.9234514246747142,False,True,12
question_0441,0,0.9999998813356931,True,True,11
question_0442,0,0.9973182095861178,True,False,7
question_0443,1,0.961998069271041,False,False,7
question_0444,1,0.9727658307640369,True,True,12
question_0445,0,0.8232258018872196,False,False,5
question_0446,0,0.9841915064956746,False,True,6
question_0447,1,0.9921244171827133,True,True,11
question_0448,0,0.9971600561484529,True,True,6
question_0449,1,0.8879531459380398,False,True,12
question_0450,1,0.8364650600073649,True,True,10
question_0451,1,0.9453891655831105,True,True,8
question_0452,0,0.998680386675425,True,True,9
question_0453,0,0.9996101698875945,True,True,13
question_0454,1,0.9512790184480535,False,False,10
question_0455,1,0.8234080100606307,True,False,10
question_0456,1,0.8785737264113482,False,False,7
question_0457,1,0.9422269252507557,False,False,9
question_0458,1,0.9817339526640486,True,True,8
question_0459,1,0.981874766679871,True,True,10
question_0460,1,0.9875321257071908,True,True,7
question_0461,0,0.749484382000832,True,True,12
question_0462,1,0.7526479283880524,True,True,8
question_0463,1,0.8201637419961342,False,True,8
question_0464,1,0.975776385494439,False,True,16
question_0465,0,0.9999999976016234,False,True,11
question_0466,0,0.6615664900470501,False,False,10
question_0467,1,0.7169855617469532,False,True,10
question_0468,0,0.9999977232051747,True,True,9
question_0469,0,0.9999997776596421,False,True,7
question_0470,1,0.9217576673719655,True,True,10
question_0471,1,0.974202877757594,False,False,12
question_0472,1,0.9950030932227816,False,False,9
question_0473,0,0.9993578594241874,True,True,9
question_0474,1,0.9942884949549703,False,True,12
question_0475,0,0.8581102372035405,True,True,10
question_0476,1,0.927856377305036,True,True,12
question_0477,0,0.9974252744188289,True,False,11
question_0478,0,0.9849036293185132,False,False,4
question_0479,1,0.913462369002322,True,True,9
question_0480,1,0.5557499492803488,True,True,13
question_0481,1,0.8900118811961267,True,True,9
question_0482,0,0.6168280229125842,False,True,10
question_0483,1,0.9945543057197974,True,True,10
question_0484,1,0.9911597509426753,False,True,8
question_0485,1,0.9950947655374941,False,False,11
question_0486,1,0.8594642686185048,False,True,6
question_0487,1,0.9941891255588486,True,True,8
question_0488,1,0.8693446442534727,False,True,8
question_0489,0,0.993182456230207,False,False,9
question_0490,1,0.975589834156003,True,True,7
question_0491,1,0.8264019954524491,False,False,12
question_0492,1,0.9327076362026125,True,True,8
question_0493,0,0.9922981698661922,False,False,10
question_0494,1,0.9707046831043856,False,False,12
question_0495,1,0.8517789954395031,False,True,9
question_0496,0,0.9999999998786819,True,True,12
question_0497,1,0.937697182538757,True,True,10
question_0498,1,0.9548524837468877,True,True,6
question_0499,1,0.9757393359680026,False,False,9
question_0500,1,0.6675633756301013,False,True,10
question_0501,1,0.9930198471989329,True,True,13
question_0502,0,0.999963429441645,False,True,10
question_0503,1,0.9648991167039386,False,True,6
question_0504,0,0.9984632286594517,True,True,10
question_0505,0,0.9219326264501245,False,False,8
question_0506,1,0.9623903958099522,False,False,7
question_0507,0,0.9706109292810523,False,True,12
question_0508,1,0.9320477650559775,False,True,7
question_0509,1,0.8899717004620628,True,True,9
question_0510,1,0.9905656931461939,False,True,10
question_0511,0,0.9980104695801281,False,False,7
question_0512,0,0.5997524691823497,False,False,10
question_0513,1,0.974688517885271,True,True,8
question_0514,1,0.7877462716353607,False,False,11
question_0515,1,0.9920545708371054,True,True,8
question_0516,1,0.8747662034191094,True,True,9
question_0517,1,0.9889846813267276,True,True,10
question_0518,1,0.9732572986147311,True,True,8
question_0519,1,0.9508550910964148,False,False,8
question_0520,1,0.9847215738384122,False,False,11
question_0521,1,0.8092663075417973,False,True,12
question_0522,1,0.9652951006924898,False,False,9
question_0523,1,0.9793792339058417,False,False,10
question_0524,1,0.9645292202799092,False,False,10
question_0525,0,0.9998254665501695,True,False,12
question_0526,1,0.7166935364648936,True,True,8
question_0527,0,0.9996983139522367,False,True,5
question_0528,1,0.9923719286701089,True,True,9
question_0529,1,0.9815180755483167,True,True,9
question_0530,1,0.8606599518448446,True,True,14
question_0531,1,0.9782187435899677,True,True,11
question_0532,1,0.7765267250144424,False,False,12
question_0533,1,0.965869804979831,False,True,8
question_0534,1,0.813450868436276,False,True,12
question_0535,1,0.9813544377584202,True,True,9
question_0536,1,0.9675321588313128,False,True,9
question_0537,0,0.9266317343122988,False,True,9
question_0538,0,0.9840468336974745,False,False,11
question_0539,1,0.9453660033951505,False,False,7
question_0540,1,0.9881372335552303,True,True,6
question_0541,1,0.6025236778018302,False,True,7
question_0542,1,0.9916832640214144,False,False,14
question_0543,0,0.9999999754082086,False,False,10
question_0544,1,0.9882688850318048,True,True,9
question_0545,0,0.9998278992606046,False,True,9
question_0546,0,0.9979870143028731,False,True,8
question_0547,0,0.9589200314733195,True,True,10
question_0548,0,0.7885475048230045,False,True,7
question_0549,1,0.9875127126877652,False,False,10
question_0550,1,0.9963574989578252,False,False,10
question_0551,1,0.9801317372459919,False,True,8
question_0552,1,0.9762148647530067,False,False,12
question_0553,1,0.9869606374155253,True,True,8
question_0554,0,0.9999949623934035,False,False,5
question_0555,0,0.9714532649467534,True,True,6
question_0556,0,0.9992552049064736,True,True,4
question_0557,1,0.8772516524436333,False,True,6
question_0558,0,0.5417263714530329,False,False,9
question_0559,1,0.9273625219447019,False,False,11
question_0560,1,0.5247712603120426,False,True,7
question_0561,1,0.9676899724743432,False,True,8
question_0562,1,0.6342618335445881,True,True,9
question_0563,0,0.9096810441561759,False,True,9
question_0564,1,0.9285421311728564,False,False,10
question_0565,1,0.8408796804009424,False,True,11
question_0566,0,0.915221705618772,False,False,7
question_0567,0,0.9609933707865326,False,False,9
question_0568,0,0.972750813222587,True,True,7
question_0569,0,0.9999456758646627,False,True,8
question_0570,1,0.8316929374142875,False,False,10
question_0571,1,0.9607705177742415,True,False,10
question_0572,0,0.9993422525637025,True,True,7
question_0573,1,0.9699910342383492,False,False,10
question_0574,1,0.7201015495107532,True,True,13
question_0575,1,0.9878283897605868,True,True,11
question_0576,1,0.9959015530605682,True,True,12
question_0577,0,0.9999961474107901,False,True,8
question_0578,1,0.9618690695624005,True,True,7
question_0579,0,0.5144506417367388,True,False,5
question_0580,0,0.9999999956949885,True,True,12
question_0581,1,0.9877870039990376,False,False,8
question_0582,0,0.7540571360534291,True,False,12
question_0583,0,0.9999777159049422,True,True,3
question_0584,0,0.9980959154705809,False,False,9
question_0585,1,0.9291543902563104,False,False,7
question_0586,1,0.9966562526279064,True,True,12
question_0587,0,0.9992803505854925,False,True,4
question_0588,0,0.9999999999990017,False,True,10
question_0589,0,0.9999854885248538,True,True,9
question_0590,1,0.8320369377670109,False,False,6
question_0591,1,0.9810673664930986,False,False,8
question_0592,1,0.9518293196782959,True,False,8
question_0593,1,0.9845813114260917,True,True,14
question_0594,1,0.9511068061407885,False,False,8
question_0595,0,0.7739240779885352,False,False,10
question_0596,0,0.9920065592105163,False,True,8
question_0597,0,0.9963917298008899,False,True,7
question_0598,1,0.9864448043992949,True,True,8
question_0599,1,0.9883456834143872,False,True,9
question_0600,0,0.9821104626035897,False,True,12
question_0601,0,0.9999781785195443,False,False,3
question_0602,0,0.9997108766001657,False,True,12
question_0603,1,0.8411162822734874,False,False,9
question_0604,1,0.9929245176933289,False,True,8
question_0605,0,0.9937379270078096,False,True,6
question_0606,1,0.971042244177109,True,True,7
question_0607,1,0.930205489927981,True,True,11
question_0608,1,0.9952492175599741,False,False,8
question_0609,1,0.9621828951714225,True,True,14
question_0610,1,0.9834140597678704,False,True,9
question_0611,0,0.9972256490641307,False,True,4
question_0612,1,0.68596185399651,False,True,12
question_0613,1,0.6650070769301096,True,True,7
question_0614,0,0.9484163226542657,True,True,11
question_0615,1,0.9775644966840314,False,False,12
question_0616,1,0.997309172491811,True,True,8
question_0617,1,0.8524659904851632,True,True,9
question_0618,1,0.9929550702053077,False,True,11
question_0619,1,0.9695856488762759,False,True,11
question_0620,0,0.9999999988995469,True,True,7
question_0621,1,0.9956130142844406,False,False,10
question_0622,1,0.956480913485282,False,True,10
question_0623,0,0.9845472424798933,False,True,12
question_0624,0,0.9999767529579885,True,True,9
question_0625,1,0.9897732727072357,True,True,11
question_0626,1,0.9883383276670626,True,True,6
question_0627,1,0.8948544858869962,True,True,8
question_0628,1,0.9884153264203015,False,False,9
question_0629,0,0.9999999879823599,False,True,18
question_0630,1,0.8592013395091417,False,False,10
question_0631,1,0.8487482083498513,False,False,6
question_0632,0,0.7776478976611181,False,False,8
question_0633,0,1.0,False,True,6
question_0634,1,0.7525614480636006,True,True,13
question_0635,0,0.7551999002356281,False,True,8
question_0636,1,0.9763941954551012,True,True,11
