key,cluster,membership_probability,base_correct,full_correct,n_evidence_values
question_0350,2,0.9515394384926148,False,False,11
question_0354,0,0.8224734633084989,False,False,10
question_0356,0,1.0,True,False,8
question_0358,0,0.9959387831546064,False,False,11
question_0360,0,0.999999999992152,True,False,12
question_0364,0,0.9999999961387545,False,False,6
question_0368,1,0.8197004541506945,False,False,9
question_0369,1,0.931232487061795,False,False,8
question_0372,2,0.790186331130768,False,False,9
question_0375,1,0.9295093815313821,False,False,6
question_0376,2,0.9399014750841542,False,False,9
question_0378,2,0.9149939684186856,True,False,10
question_0379,0,0.9998840659605747,False,False,7
question_0382,0,0.9990823562802217,True,False,10
question_0383,0,0.6609931269944385,True,False,13
question_0387,0,1.0,False,False,7
question_0389,2,0.7268022992037677,False,False,7
question_0390,1,0.6902323638134746,False,False,10
question_0391,0,0.9612458793632147,False,False,8
question_0393,1,0.9455549510814136,False,False,10
question_0396,0,0.9843138704966677,False,False,8
question_0400,0,0.9993415566561291,True,False,5
question_0405,2,0.8426034123799531,False,False,9
question_0406,1,0.7636638779535233,False,False,11
question_0411,0,0.9995947372238976,False,False,14
question_0416,2,0.9683553556973152,False,False,9
question_0420,0,0.5043092173216228,False,False,8
question_0423,1,0.9050672595991183,False,False,9
question_0425,0,0.7666665802732097,False,False,10
question_0426,0,0.9954284642835779,False,False,6
question_0428,0,0.9999999999983551,False,False,7
question_0430,2,0.9653282939017095,False,False,11
question_0432,1,0.7256258483025066,False,False,8
question_0437,2,0.5441114010022493,False,False,13
question_0438,2,0.9897663805663357,False,False,12
question_0439,2,0.924228736862549,False,False,10
question_0442,0,0.9999999989593782,True,False,7
question_0443,1,0.9791238831849821,False,False,7
question_0445,0,0.9997903270535361,False,False,5
question_0454,1,0.9099587349508743,False,False,10
question_0455,1,0.7525122104535287,True,False,10
question_0456,1,0.8855319440522057,False,False,7
question_0457,1,0.8260873324746342,False,False,9
question_0466,0,0.6094892457945765,False,False,10
question_0471,2,0.8238303316623701,False,False,12
question_0472,2,0.9908463616129868,False,False,9
question_0477,0,0.9999999975742426,True,False,11
question_0478,0,0.9999999611850868,False,False,4
question_0485,2,0.9911782823410572,False,False,11
question_0489,0,0.9999999733685033,False,False,9
question_0491,0,0.9610997682177149,False,False,12
question_0493,0,0.8532023790603892,False,False,10
question_0494,1,0.9501663976687305,False,False,12
question_0499,2,0.7666176361471537,False,False,9
question_0505,0,0.9824794518851123,False,False,8
question_0506,1,0.9251718621288735,False,False,7
question_0511,0,0.999999966726684,False,False,7
question_0512,0,0.9996271797221534,False,False,10
question_0514,0,0.7908628272748681,False,False,11
question_0519,0,0.554346963236566,False,False,8
question_0520,2,0.9919129260115922,False,False,11
question_0522,1,0.9305348267209098,False,False,9
question_0523,2,0.9103389552127886,False,False,10
question_0524,1,0.8410064500968091,False,False,10
question_0525,0,0.9999999999835474,True,False,12
question_0532,0,0.9941492251932971,False,False,12
question_0538,0,0.520585004998616,False,False,11
question_0539,1,0.9592757307172224,False,False,7
question_0542,2,0.9915431175494451,False,False,14
question_0543,0,0.9999999799304791,False,False,10
question_0549,2,0.49250081646939836,False,False,10
question_0550,2,0.9267225332793617,False,False,10
question_0552,1,0.9728536764930376,False,False,12
question_0554,0,0.9999999999999964,False,False,5
question_0558,0,0.999750177012787,False,False,9
question_0559,0,0.9047392561752837,False,False,11
question_0564,1,0.9720721355345163,False,False,10
question_0566,0,0.9998344474268145,False,False,7
question_0567,0,0.9995311839289507,False,False,9
question_0570,0,0.6738948663229608,False,False,10
question_0571,2,0.6729217015745288,True,False,10
question_0573,1,0.44221126803681926,False,False,10
question_0579,0,0.9386296519665399,True,False,5
question_0581,2,0.9605174947117379,False,False,8
question_0582,0,0.9997205777202948,True,False,12
question_0584,0,0.9999999618541338,False,False,9
question_0585,0,0.892291635091379,False,False,7
question_0590,1,0.9002087279533024,False,False,6
question_0591,1,0.949156269026313,False,False,8
question_0592,2,0.6003525401892431,True,False,8
question_0594,1,0.8634123690552633,False,False,8
question_0595,0,0.9999587493685012,False,False,10
question_0601,0,0.9999999999542482,False,False,3
question_0603,1,0.6094495428937313,False,False,9
question_0608,1,0.7452574873598434,False,False,8
question_0615,2,0.68627264326839,False,False,12
question_0621,2,0.9940732767357355,False,False,10
question_0628,1,0.9834939341939446,False,False,9
question_0630,0,0.9608327610990554,False,False,10
question_0631,0,0.6418680430886818,False,False,6
question_0632,0,0.9991825161928916,False,False,8
question_0639,2,0.9694427356119021,False,False,11
question_0640,0,0.9940927125566831,False,False,8
question_0642,0,0.9999389988101722,False,False,10
question_0645,2,0.7002728103502415,False,False,12
question_0646,0,0.929753813926501,True,False,11
question_0647,2,0.8881104381667202,False,False,11
question_0648,0,0.9931909568841504,False,False,12
question_0650,0,0.9269826880167273,True,False,6
question_0651,2,0.6908411879997022,False,False,8
question_0652,2,0.9841766561840178,False,False,14
question_0655,0,0.9999571189964795,False,False,10
question_0658,2,0.9926113545835628,False,False,11
question_0660,0,0.9999972052323516,False,False,8
question_0666,0,0.9999976000076409,False,False,8
question_0673,2,0.506134756595206,False,False,12
question_0675,2,0.9026350923617542,False,False,11
question_0676,0,0.5927202875816453,False,False,8
question_0679,2,0.979470571499749,True,False,9
question_0681,1,0.76299639143693,False,False,7
question_0684,0,0.8286635243943508,False,False,12
question_0685,0,0.9935161046355012,False,False,7
question_0688,1,0.7764195920361472,False,False,10
question_0689,2,0.9868196719603369,False,False,8
question_0691,0,1.0,False,False,8
question_0693,1,0.9344712706081099,False,False,8
question_0694,2,0.9910827580280485,False,False,13
question_0697,0,0.999810624929453,False,False,5
question_0699,2,0.9883260718982816,True,False,15
question_0701,2,0.9943135064098578,False,False,14
question_0703,1,0.8098297074300962,True,False,8
question_0706,0,0.9982126379007606,False,False,9
question_0708,0,1.0,False,False,11
question_0709,1,0.670217038491658,False,False,8
question_0710,0,0.9990806493667235,False,False,11
question_0712,1,0.9800860038080088,False,False,7
question_0714,2,0.9939928859069236,False,False,11
question_0717,0,0.7367575271597208,True,False,11
question_0726,0,0.9999999589249571,False,False,8
question_0729,1,0.9507227034862148,False,False,9
question_0731,1,0.8633007115420518,False,False,10
question_0736,2,0.9029446998234583,False,False,6
question_0743,2,0.8721079897757665,False,False,10
question_0745,0,0.5779728800124448,False,False,8
question_0755,1,0.5162785851364087,False,False,5
question_0756,1,0.8031957091424657,False,False,6
question_0759,0,0.9999939979759276,False,False,3
question_0767,0,0.7973901603775524,False,False,6
question_0770,0,0.9998551514121998,False,False,9
question_0772,0,0.6372836079036608,False,False,11
question_0774,2,0.8255573928489578,False,False,7
question_0789,1,0.6618724655125339,False,False,12
question_0793,0,0.9685858105662907,True,False,12
question_0794,1,0.8938663193096416,False,False,10
question_0796,0,0.7229296635517637,False,False,12
question_0798,0,0.9999892268369281,False,False,9
question_0801,1,0.941408237595157,False,False,7
question_0803,0,0.9999151130985049,False,False,11
question_0804,1,0.8234446506495726,False,False,9
question_0805,0,0.9999999980745287,False,False,8
question_0812,0,0.7318463255027313,False,False,4
question_0814,2,0.7689333853490034,False,False,8
question_0819,0,0.9999999999735678,False,False,10
question_0826,0,0.9999999994858406,False,False,10
question_0827,1,0.8003436743810601,False,False,8
question_0828,2,0.8305939392937025,False,False,11
question_0829,0,0.9999999763068568,False,False,8
question_0830,2,0.9073999371189455,False,False,13
question_0833,1,0.7368776448608289,False,False,8
question_0838,0,0.9999999563706021,False,False,6
question_0843,1,0.9656138690430258,False,False,6
question_0855,2,0.9586735369650474,False,False,11
question_0859,1,0.7843000655996322,True,False,10
question_0860,1,0.9391096517041395,False,False,7
question_0862,0,1.0,False,False,12
question_0865,1,0.8440422307030299,False,False,10
question_0870,0,0.9999963197756371,False,False,9
question_0873,2,0.9910720933139059,False,False,11
question_0874,0,0.9999999999999467,False,False,6
question_0880,0,0.9999999973654639,False,False,7
question_0882,1,0.9685825397243242,False,False,9
question_0884,1,0.8252942781638084,True,False,6
question_0885,1,0.9194877407344416,False,False,9
question_0887,2,0.9231879610977818,False,False,14
question_0889,0,0.5080979644063336,False,False,10
question_0891,0,1.0,False,False,4
question_0900,1,0.8871594963902537,False,False,8
question_0903,2,0.9509641416951748,False,False,10
question_0904,0,0.9484744141927166,False,False,7
question_0908,2,0.7931866750179576,False,False,12
question_0909,1,0.8902336318642358,False,False,9
question_0910,2,0.9572622721086884,False,False,13
question_0917,1,0.9663862512280834,False,False,11
question_0918,1,0.7803093287181299,False,False,9
question_0920,0,0.9647266633588077,False,False,9
question_0924,2,0.9657705609555052,False,False,14
question_0926,1,0.8265541584514252,False,False,7
question_0927,0,1.0,False,False,10
question_0928,0,0.9939852409992355,False,False,9
question_0932,2,0.6471578891516558,False,False,8
question_0933,1,0.9141836401108423,False,False,11
question_0934,0,0.9999998181511623,False,False,7
question_0935,1,0.8752969070371464,False,False,6
question_0939,0,0.9978561145227142,False,False,11
question_0940,1,0.8993334062902129,False,False,7
question_0942,0,0.9966009494109955,False,False,10
question_0943,1,0.7220764178047506,False,False,11
question_0946,0,0.897898241048289,False,False,8
question_0952,0,0.99988672312456,True,False,12
question_0956,1,0.9325852869981237,False,False,7
question_0958,1,0.8858850063378355,False,False,6
question_0959,2,0.46523393985177586,False,False,14
question_0960,1,0.9037683931658339,False,False,8
question_0961,0,0.9999806556920098,False,False,12
question_0966,1,0.8271009901711145,False,False,6
question_0967,0,0.9999999999999076,False,False,14
question_0978,2,0.7963063786474522,False,False,9
question_0982,0,0.6052479493084957,False,False,4
question_0984,1,0.6453453109378959,False,False,5
question_0985,2,0.9669271863556249,False,False,10
question_0989,0,0.9937000467174757,False,False,5
question_0994,0,0.9999959154494533,False,False,7
question_0995,2,0.9910959932432636,False,False,11
question_0999,1,0.8495705714813612,False,False,8
