key,cluster,membership_probability,base_correct,full_correct,n_evidence_values
question_0588,1,0.9999999991574811,False,True,10
question_0596,1,0.9586977764391115,False,True,8
question_0597,1,0.9999320744763652,False,True,7
question_0599,0,0.984715917423127,False,True,9
question_0600,1,0.9407166459480439,False,True,12
question_0602,1,0.9996469862848908,False,True,12
question_0604,0,0.9935400551903361,False,True,8
question_0605,1,0.9998454917166142,False,True,6
question_0610,0,0.9800699508153957,False,True,9
question_0611,1,0.975477275278149,False,True,4
question_0612,0,0.53325838624879,False,True,12
question_0618,0,0.9856010026228127,False,True,11
question_0619,0,0.922898105324599,False,True,11
question_0622,0,0.9806758383805855,False,True,10
question_0623,1,0.9990599486449421,False,True,12
question_0629,1,0.9999999991772874,False,True,18
question_0633,1,1.0,False,True,6
question_0635,1,0.8029323716421629,False,True,8
question_0637,0,0.6561842829070519,False,True,5
question_0638,1,0.8729347951116724,False,True,9
question_0644,1,0.9956002604850996,False,True,10
question_0659,0,0.9561593174349872,False,True,8
question_0663,0,0.9716803198399626,False,True,8
question_0667,1,0.8725737313606474,False,True,5
question_0669,1,0.9926549405588347,False,True,12
question_0674,0,0.9540888768318139,False,True,9
question_0678,0,0.8960480031457315,False,True,8
question_0683,1,0.9927778009090095,False,True,9
question_0686,0,0.563198765016756,False,True,12
question_0687,0,0.6221634189196541,False,True,10
question_0695,1,0.9999999846616562,False,True,5
question_0698,1,0.9999999999998259,False,True,8
question_0700,0,0.9754529241941778,False,True,13
question_0704,0,0.9204828119198997,False,True,9
question_0705,1,0.9960260277705087,False,True,10
question_0723,1,0.9999998717335654,False,True,13
question_0724,1,0.7418009031135732,False,True,9
question_0734,0,0.938521676767388,False,True,7
question_0738,1,0.8332275588915122,False,True,5
question_0742,1,0.9998296352282833,False,True,12
question_0748,1,0.8282980027150769,False,True,8
question_0749,0,0.8436070650361863,False,True,10
question_0753,1,0.9791673613718798,False,True,7
question_0758,0,0.7691007437125515,False,True,10
question_0760,1,1.0,False,True,8
question_0763,1,0.682688603301544,False,True,9
question_0764,0,0.867236484996866,False,True,10
question_0768,1,0.999999999842327,False,True,7
question_0771,1,0.9744320674802006,False,True,9
question_0778,1,0.9879885534114379,False,True,6
question_0784,1,0.9999999999748574,False,True,9
question_0800,0,0.858867203429666,False,True,4
question_0802,1,0.8319831436928258,False,True,11
question_0808,0,0.702597884630943,False,True,6
question_0809,0,0.5511263616659738,False,True,11
question_0811,0,0.9770410428561729,False,True,9
question_0815,1,0.9897425429109122,False,True,6
question_0816,1,0.9498185938963359,False,True,10
question_0820,0,0.9594079548934152,False,True,8
question_0823,0,0.9763718562161706,False,True,7
question_0824,1,0.9999969710250455,False,True,4
question_0831,0,0.9388002620056065,False,True,8
question_0836,0,0.8859940683410754,False,True,7
question_0842,1,0.751990109802721,False,True,9
question_0848,1,0.8170782106858844,False,True,6
question_0850,0,0.9613103595665248,False,True,7
question_0851,0,0.9586484435491509,False,True,15
question_0854,1,0.9720674921618548,False,True,8
question_0858,1,0.9999999865886978,False,True,12
question_0871,0,0.5308277441403205,False,True,11
question_0886,1,0.6239011088404832,False,True,8
question_0890,1,0.9992153284480881,False,True,11
question_0894,1,0.9194007359914625,False,True,9
question_0897,1,0.9265367757659764,False,True,8
question_0902,1,0.9999999999170832,False,True,6
question_0905,0,0.8800017892920453,False,True,7
question_0906,1,0.7958792430183058,False,True,12
question_0911,0,0.7016918405728853,False,True,13
question_0914,1,0.9992057376743502,False,True,6
question_0916,1,0.9984371317853716,False,True,12
question_0919,0,0.8460567116824614,False,True,9
question_0925,1,0.9913732430109036,False,True,7
question_0936,0,0.9872494838705771,False,True,9
question_0953,0,0.9904426100858068,False,True,8
question_0954,0,0.9928228021986634,False,True,9
question_0962,0,0.9742542399138413,False,True,9
question_0971,0,0.584937814471005,False,True,8
question_0973,1,0.9999775386725734,False,True,9
question_0976,1,0.9877247412618348,False,True,10
question_0980,0,0.9647289939321608,False,True,9
question_0981,0,0.7685031783922591,False,True,8
question_0986,0,0.9900109473310469,False,True,12
question_0988,1,0.954709715037517,False,True,7
question_0991,0,0.6511443725529922,False,True,9
