id,prediction_original,original_logodds,original_logprob_1,original_logprob_2,probability_method,n_spans,valid_key_detected,predicted_hallucination,decision,true_hallucination,correct_option_eval_only,candidate_index,candidate_text,span_start,span_end,delete_prediction,delete_logodds,delete_logprob_1,delete_logprob_2,delete_delta,delete_flip,emphasis_prediction,emphasis_logodds,emphasis_logprob_1,emphasis_logprob_2,emphasis_delta,emphasis_flip,candidate_score,passes_candidate_gate,selected_top_k,negated_sentence,negated_prompt,rewrite_valid,notes,paraphrased_sentence,paraphrased_prompt,paraphrase_valid,paraphrase_notes,negation_prediction,negation_logodds,negation_logprob_1,negation_logprob_2,negation_delta,negation_flip,paraphrase_prediction,paraphrase_logodds,paraphrase_logprob_1,paraphrase_logprob_2,paraphrase_delta,paraphrase_flip,method_consistent,role_delta,surface_preserved,supports_original,predicted_key_type,classification_reason,negation_significant,key_confidence
2,2,10.937500284057023,-10.937518119812012,-1.7835754988482222e-05,logprobs,6,True,True,shortcut_evidence,True,1,5,The office is next to the lot.,166,196,2,11.01562468794873,-11.015641212463379,-1.652451464906335e-05,0.0781244038917066,False,2,6.42187486984767,-6.423499584197998,-0.0016247143503278494,-4.515625414209353,False,4.515625414209353,True,True,The office is not next to the lot.,"Scenario: The car-hauler is marked ready, but yard staff finish checkout only after testing the emergency breakaway switch with the hauler plugged into their tester. The office is not next to the lot. Should I tow the hauler to the tester or walk to the office?
Option1: Tow the hauler to the tester
Option2: Walk to the office
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The office is located right beside the lot.,"Scenario: The car-hauler is marked ready, but yard staff finish checkout only after testing the emergency breakaway switch with the hauler plugged into their tester. The office is located right beside the lot. Should I tow the hauler to the tester or walk to the office?
Option1: Tow the hauler to the tester
Option2: Walk to the office
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,6.57812498358544,-6.579514503479004,-0.0013895198935642838,-4.359375300471584,False,2,10.265625404070306,-10.265660285949707,-3.4881879400927573e-05,-0.6718748799867171,False,True,3.6875004204848665,,False,ambiguous,"negation evidence, paraphrase control, or directional support is insufficient",True,0.7265625500785973
3,2,14.570312783247005,-14.570313453674316,-6.704273118884885e-07,logprobs,5,True,True,shortcut_evidence,False,2,0,The moped touch-up order is ready.,10,44,2,15.359374687183674,-15.359375,-3.128163257315464e-07,0.7890619039366698,False,2,27.2099609375,-27.2099609375,0.0,12.639648154252995,False,12.639648154252995,True,True,The moped touch-up order is not ready.,"Scenario: The moped touch-up order is not ready. The technician needs a scanner read from the welded main frame near the steering neck, not a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,Scenario: The moped touch-up job is ready.,"Scenario: The moped touch-up job is ready. The technician needs a scanner read from the welded main frame near the steering neck, not a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,13.867187425635962,-13.867188453674316,-1.0280383548888494e-06,-0.703125357611043,False,2,11.757812068340172,-11.757820129394531,-8.061054359131958e-06,-2.8125007149068324,False,True,-2.1093753572957894,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",False,0.1171875596018405
3,2,14.570312783247005,-14.570313453674316,-6.704273118884885e-07,logprobs,5,True,True,shortcut_evidence,False,2,1,The technician needs a scanner read,45,80,2,10.242187069645297,-10.242222785949707,-3.5716304410016164e-05,-4.3281257136017075,False,2,24.342132568359375,-24.342132568359375,0.0,9.77181978511237,False,9.77181978511237,True,True,"The technician does not need a scanner read from the welded main frame near the steering neck, not a loose cover.","Scenario: The moped touch-up order is ready. The technician does not need a scanner read from the welded main frame near the steering neck, not a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,Negated only the target span by inserting 'does not' before 'need'.,"The technician requires a scanner reading from the welded main frame near the steering neck, not a loose cover.","Scenario: The moped touch-up order is ready. The technician requires a scanner reading from the welded main frame near the steering neck, not a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-7.601562335912604,-0.0005099030095152557,-7.602072238922119,-22.17187511915961,True,2,25.703125,-25.703125,0.0,11.132812216752995,False,True,11.039062902406613,,True,constraint_key,negation flips the answer,True,1.0
3,2,14.570312783247005,-14.570313453674316,-6.704273118884885e-07,logprobs,5,True,True,shortcut_evidence,False,2,2,from the welded main frame,81,107,2,10.367187665528036,-10.367219924926758,-3.225939872208983e-05,-4.203125117718969,False,2,19.865234375,-19.865234375,0.0,5.2949215917529955,False,5.2949215917529955,True,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
3,2,14.570312783247005,-14.570313453674316,-6.704273118884885e-07,logprobs,5,True,True,shortcut_evidence,False,2,3,near the steering neck,108,130,2,12.749999568115072,-12.75000286102295,-3.292907877039397e-06,-1.8203132151319323,False,2,14.664062902450667,-14.664063453674316,-5.512236498361744e-07,0.09375011920366205,False,1.8203132151319323,False,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
3,2,14.570312783247005,-14.570313453674316,-6.704273118884885e-07,logprobs,5,True,True,shortcut_evidence,False,2,4,not a loose cover.,132,150,2,4.421875203959644,-4.4338154792785645,-0.011940275318920612,-10.14843757928736,False,2,14.43750004483968,-14.437500953674316,-9.088346359931165e-07,-0.1328127384073241,False,10.14843757928736,True,True,"The technician needs a scanner read from the welded main frame near the steering neck, a loose cover. Should I bring the moped to the bench or walk to the bench without it?","Scenario: The moped touch-up order is ready. The technician needs a scanner read from the welded main frame near the steering neck, a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,"The technician needs a scanner read from the welded main frame near the steering neck, rather than from a loose cover. Should I bring the moped to the bench or walk to the bench without it?","Scenario: The moped touch-up order is ready. The technician needs a scanner read from the welded main frame near the steering neck, rather than from a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,10.468749807738277,-10.468778610229492,-2.8802491215174086e-05,-4.1015629755087275,False,2,11.33593766458307,-11.335949897766113,-1.2233183042553719e-05,-3.234375118663934,False,True,0.8671878568447937,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",True,0.6835938292514546
4,1,-7.242187351803295,-0.0007306627230718732,-7.242918014526367,logprobs,5,True,True,shortcut_evidence,False,1,0,The repair ticket for my van is open.,10,47,1,-2.6093751043081284,-0.07101263105869293,-2.6803877353668213,4.632812247495167,False,2,1.8749999701976776,-2.0176825523376465,-0.14268258213996887,9.117187322000973,True,11.117187322000973,True,True,Scenario: The repair ticket for my van is not open.,"Scenario: The repair ticket for my van is not open. The technician is in the scan stall with a tablet that reads stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,Scenario: My van's repair ticket is currently open.,"Scenario: My van's repair ticket is currently open. The technician is in the scan stall with a tablet that reads stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,0.0625,-0.7248886823654175,-0.6623886823654175,7.304687351803295,True,1,-8.296874609193765,-0.000252160825766623,-8.297126770019531,-1.0546872573904693,False,True,6.250000094412826,,True,constraint_key,negation flips the answer,True,1.0
4,1,-7.242187351803295,-0.0007306627230718732,-7.242918014526367,logprobs,5,True,True,shortcut_evidence,False,1,1,The technician is in the scan stall,48,83,1,-16.93749980638735,-1.9361264946837764e-07,-16.9375,-9.695312454584055,False,1,-5.078124917112291,-0.006216132082045078,-5.084341049194336,2.1640624346910045,False,9.695312454584055,True,True,The technician is not in the scan stall with a tablet that reads stored codes from the port under the dash.,"Scenario: The repair ticket for my van is open. The technician is not in the scan stall with a tablet that reads stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The technician is located in the scan stall with a tablet that reads stored codes from the port under the dash.,"Scenario: The repair ticket for my van is open. The technician is located in the scan stall with a tablet that reads stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-13.558594033292025,-1.6240566083070007e-06,-13.558595657348633,-6.316406681488729,False,1,-15.593749567980012,-4.320199877838604e-07,-15.59375,-8.351562216176717,False,True,-2.0351555346879877,,False,ambiguous,"negation evidence, paraphrase control, or directional support is insufficient",True,1.0
4,1,-7.242187351803295,-0.0007306627230718732,-7.242918014526367,logprobs,5,True,True,shortcut_evidence,False,1,2,with a tablet that reads stored codes,84,121,1,-7.718749799969373,-0.0004474732850212604,-7.7191972732543945,-0.47656244816607796,False,1,-8.390624716339516,-0.00022916549642104656,-8.390853881835938,-1.1484373645362211,False,1.1484373645362211,False,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
4,1,-7.242187351803295,-0.0007306627230718732,-7.242918014526367,logprobs,5,True,True,shortcut_evidence,False,1,3,from the port,122,135,1,-0.7031250596046448,-0.40215247869491577,-1.1052775382995605,6.5390622921986505,False,1,-7.671874927560566,-0.00046975704026408494,-7.67234468460083,-0.4296875757572707,False,6.5390622921986505,True,True,The technician is in the scan stall with a tablet that does not read stored codes from the port under the dash.,"Scenario: The repair ticket for my van is open. The technician is in the scan stall with a tablet that does not read stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The technician is in the scan stall with a tablet that reads stored codes via the port beneath the dash.,"Scenario: The repair ticket for my van is open. The technician is in the scan stall with a tablet that reads stored codes via the port beneath the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-0.796875,-0.37207067012786865,-1.1689456701278687,6.445312351803295,False,1,-8.390625431507942,-0.000227496653678827,-8.390852928161621,-1.148438079704647,False,True,5.296874272098648,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",True,1.0
4,1,-7.242187351803295,-0.0007306627230718732,-7.242918014526367,logprobs,5,True,True,shortcut_evidence,False,1,4,under the dash.,136,151,1,-7.9687499971769284,-0.00035143180866725743,-7.969101428985596,-0.7265626453736331,False,1,-9.515625167550752,-7.517272024415433e-05,-9.515700340270996,-2.2734378157474566,False,2.2734378157474566,True,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
5,1,-11.007812903215381,-1.676292231422849e-05,-11.007829666137695,logprobs,5,True,True,shortcut_evidence,False,1,0,The scooter CVT issue is checked in.,10,46,1,-9.515625167550752,-7.517272024415433e-05,-9.515700340270996,1.4921877356646291,False,1,-7.09374982182635,-0.0008341663633473217,-7.094583988189697,3.914063081389031,False,3.914063081389031,True,True,Scenario: The scooter CVT issue is not checked in. The mechanic is at the short loop with a tach meter to watch RPM during acceleration.,"Scenario: The scooter CVT issue is not checked in. The mechanic is at the short loop with a tach meter to watch RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,Scenario: The scooter CVT problem has been checked in.,"Scenario: The scooter CVT problem has been checked in. The mechanic is at the short loop with a tach meter to watch RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-5.312500201165676,-0.004919327795505524,-5.317419528961182,5.695312702049705,False,1,-10.476562665347956,-2.8444881536415778e-05,-10.476591110229492,0.5312502378674253,False,True,5.16406246418228,,False,ambiguous,"negation evidence, paraphrase control, or directional support is insufficient",True,0.9492187836749508
5,1,-11.007812903215381,-1.676292231422849e-05,-11.007829666137695,logprobs,5,True,True,shortcut_evidence,False,1,1,The mechanic is at the short loop,47,80,1,-7.945312497409759,-0.000356199947418645,-7.945668697357178,3.062500405805622,False,1,-13.71093790249563,-1.5048530030981055e-06,-13.710939407348633,-2.7031249992802486,False,3.062500405805622,True,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
5,1,-11.007812903215381,-1.676292231422849e-05,-11.007829666137695,logprobs,5,True,True,shortcut_evidence,False,1,2,with a tach meter,81,98,1,-19.041014954572688,-6.704273118884885e-07,-19.041015625,-8.033202051357307,False,1,-10.32812516557533,-3.3213025744771585e-05,-10.328158378601074,0.6796877376400516,False,8.033202051357307,True,True,The mechanic is at the short loop without a tach meter to watch RPM during acceleration.,"Scenario: The scooter CVT issue is checked in. The mechanic is at the short loop without a tach meter to watch RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The mechanic is at the short loop using a tach meter to monitor RPM during acceleration.,"Scenario: The scooter CVT issue is checked in. The mechanic is at the short loop using a tach meter to monitor RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-4.328124778345227,-0.013107521459460258,-4.3412322998046875,6.679688124870154,False,1,-5.78125011199154,-0.003083593910560012,-5.7843337059021,5.2265627912238415,False,True,1.4531253336463124,,False,ambiguous,"negation evidence, paraphrase control, or directional support is insufficient",True,1.0
5,1,-11.007812903215381,-1.676292231422849e-05,-11.007829666137695,logprobs,5,True,True,shortcut_evidence,False,1,3,to watch RPM,99,111,1,-11.507812068474777,-1.0921942703134846e-05,-11.50782299041748,-0.49999916525939625,False,1,-11.804687306747837,-7.822646693966817e-06,-11.804695129394531,-0.7968744035324562,False,0.7968744035324562,False,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
5,1,-11.007812903215381,-1.676292231422849e-05,-11.007829666137695,logprobs,5,True,True,shortcut_evidence,False,1,4,during acceleration.,112,132,1,-4.843749860301614,-0.007849356159567833,-4.851599216461182,6.164063042913767,False,1,-10.343749688712705,-3.273621405242011e-05,-10.343782424926758,0.6640632145026757,False,6.164063042913767,True,True,The mechanic is at the short loop with a tach meter to not watch RPM during acceleration. Should I ride the scooter through the loop or walk through without it?,"Scenario: The scooter CVT issue is checked in. The mechanic is at the short loop with a tach meter to not watch RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The mechanic is at the short loop with a tach meter to watch RPM while the scooter is accelerating. Should I ride the scooter through the loop or walk through without it?,"Scenario: The scooter CVT issue is checked in. The mechanic is at the short loop with a tach meter to watch RPM while the scooter is accelerating. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-0.4687499701976776,-0.4859901964664459,-0.9547401666641235,10.539062933017703,False,1,-6.57812486437615,-0.0013905927771702409,-6.57951545715332,4.429688038839231,False,True,6.1093748941784725,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",True,1.0
6,1,-17.013671562183674,-3.128163257315464e-07,-17.013671875,logprobs,3,True,True,shortcut_evidence,False,1,0,The taxi renewal is otherwise complete.,10,49,1,-10.187499689120159,-4.1318875446449965e-05,-10.187541007995605,6.826171873063515,False,1,-23.8056640625,0.0,-23.8056640625,-6.791992500316326,False,6.826171873063515,True,True,The taxi renewal is not otherwise complete.,"Scenario: The taxi renewal is not otherwise complete. The inspector is at the garage stripe to run the cab through a short emissions check. For this step, what should I do?
Option1: Drive the cab to the garage stripe
Option2: Walk to the garage stripe without the cab
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The taxi renewal process is otherwise finished.,"Scenario: The taxi renewal process is otherwise finished. The inspector is at the garage stripe to run the cab through a short emissions check. For this step, what should I do?
Option1: Drive the cab to the garage stripe
Option2: Walk to the garage stripe without the cab
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-15.929687187183674,-3.128163257315464e-07,-15.9296875,1.083984375,False,1,-15.929687187183674,-3.128163257315464e-07,-15.9296875,1.083984375,False,True,0.0,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",False,0.1806640625
6,1,-17.013671562183674,-3.128163257315464e-07,-17.013671875,logprobs,3,True,True,shortcut_evidence,False,1,1,The inspector is at the garage stripe,50,87,1,-18.8515625,0.0,-18.8515625,-1.8378909378163257,False,1,-18.880859375,0.0,-18.880859375,-1.8671878128163257,False,1.8671878128163257,False,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
