model,method,evaluation,auroc,auprc,accuracy,balanced_accuracy,macro_f1,query_reduction
qwen,attention,gsm8k,0.7890303919778345,0.9140948504126648,0.7572540693559802,0.7069217780242623,0.6782565784382827,0.35644452417257155
qwen,attention,scientist_to_all,0.7478396589135483,0.8737867931963458,0.7285714285714285,0.6345692641516616,0.6434660461724874,0.3080791693705386
qwen,attention,scientist_to_athlete,0.7550551470588235,0.8702844676164219,0.71,0.6213235294117647,0.6277756385573097,0.3080791693705386
qwen,attention,scientist_to_building,0.8076216712580349,0.9343535601013976,0.8089171974522293,0.6808999081726355,0.6985407066052227,0.3080791693705386
qwen,attention,scientist_to_musician,0.623827392120075,0.6913719346952569,0.6129032258064516,0.5841932457786116,0.5712090163934427,0.3080791693705386
mistral,exact,scientist,0.8090738618606105,0.836420774675584,0.726784755770263,0.7299666631940828,0.7267785171231692,0.0
mistral,exact,trivia,0.9639302206961248,0.9489580477498417,0.8996666666666666,0.901797130225619,0.8979711551392637,0.0
mistral,exact,gsm8k,0.7943129496111799,0.6293306649015183,0.7059447983014863,0.7249799723253951,0.7014435738823218,0.0
mistral,exact,scientist_to_all,0.8541858061552594,0.9443103485933566,0.789598108747045,0.74836357372531,0.739165679366465,0.0
mistral,exact,scientist_to_athlete,0.8855885588558856,0.9655141626090578,0.7890625,0.7984965163182984,0.7368861819566045,0.0
mistral,exact,scientist_to_building,0.8573205401563612,0.9504131117360868,0.8011363636363636,0.7386282871357499,0.7328128388635871,0.0
mistral,exact,scientist_to_musician,0.853733170134639,0.9237261610492793,0.773109243697479,0.7365361077111383,0.7442082636732744,0.0
mistral,attention,scientist,0.8047470222592631,0.8311928141787165,0.7181964573268921,0.7211272007500781,0.7181871200872045,0.40604212247784477
mistral,attention,trivia,0.9619774722847841,0.948302723154495,0.8953333333333333,0.8976229253757468,0.8936096426269783,0.39995526394273784
mistral,attention,gsm8k,0.7918594583222068,0.6035035031201185,0.7077140835102617,0.7288228582526157,0.7037212115998086,0.34473943851466504
mistral,attention,scientist_to_all,0.7996382636655948,0.917559852057287,0.7565011820330969,0.7087161231051906,0.699675335865392,0.3003820119294953
mistral,attention,scientist_to_athlete,0.8621195452878622,0.9582919896397123,0.7578125,0.7786945361202786,0.7076979742173113,0.3003820119294953
mistral,attention,scientist_to_building,0.7787846481876333,0.9153103684954966,0.7613636363636364,0.6961620469083156,0.6865139949109414,0.3003820119294953
mistral,attention,scientist_to_musician,0.805079559363525,0.8886298996894939,0.7478991596638656,0.6966034271725826,0.705833882663151,0.3003820119294953
falcon3,exact,scientist,0.6447552231152135,0.6515289988642485,0.6069153776160147,0.6088001644518714,0.6064127329249703,0.0
falcon3,exact,trivia,0.8967592592592591,0.914683436809427,0.809,0.8103730542136338,0.808562787777317,0.0
falcon3,exact,gsm8k,0.8718362659270174,0.9250169239976905,0.821656050955414,0.7874104330993036,0.7863758311550196,0.0
falcon3,exact,scientist_to_all,0.6262386675100148,0.7841779718758042,0.4208754208754209,0.5521030993042378,0.40847614636405744,0.0
falcon3,exact,scientist_to_athlete,0.7285166940339355,0.8387038902632802,0.41304347826086957,0.5435139573070608,0.3991291727140784,0.0
falcon3,exact,scientist_to_building,0.6146272855133615,0.8123573746355799,0.4434782608695652,0.5873769338959213,0.4278606965174129,0.0
falcon3,exact,scientist_to_musician,0.5524193548387096,0.7357763978686691,0.4,0.5155529953917051,0.3925,0.0
falcon3,attention,scientist,0.6499871798272371,0.6548763960692615,0.6105550500454959,0.6119737098043376,0.6103467834382569,0.4150114148282893
falcon3,attention,trivia,0.8982890499194847,0.9155648221387475,0.8116666666666666,0.8130032206119163,0.8112258504316494,0.4120489114226066
falcon3,attention,gsm8k,0.8724881540550692,0.9250778358552502,0.8234253361641897,0.7904080350177689,0.78888385572987,0.35541304152838815
falcon3,attention,scientist_to_all,0.6056293485135991,0.7669178887191137,0.4377104377104377,0.5585072738772928,0.4302436446762317,0.30543094397251125
falcon3,attention,scientist_to_athlete,0.6436781609195402,0.7952118212281711,0.4673913043478261,0.5925013683634373,0.45966678652762794,0.30543094397251125
falcon3,attention,scientist_to_building,0.6262306610407877,0.7863703951203497,0.4434782608695652,0.5722573839662447,0.4338461538461538,0.30543094397251125
falcon3,attention,scientist_to_musician,0.5391705069124424,0.7345323378550561,0.4,0.5057603686635944,0.39522150323544053,0.30543094397251125
