item_index,item_id,condition,text,prior_shortcut_margin,correct_margin,prediction,is_correct,detector_probability,detector_trigger
76,76,joint,PDP + CKL,,2.0,2,True,0.5172885438324462,False
79,79,original,The manager scans paper proof and discards it,-0.375,0.75,2,True,0.7678987707170395,True
79,79,common_control,The manager looks at a paper record and discards it,-0.125,-0.375,1,False,0.7678987707170395,True
79,79,prior_low,The manager scans and disposes of a paper voucher,-2.0,0.75,2,True,0.7678987707170395,True
79,79,prior_mid,The manager scans a paper document and gets rid of it,-1.375,0.75,2,True,0.7678987707170395,True
79,79,prior_high,The manager examines a paper copy and discards it,-0.125,0.625,2,True,0.7678987707170395,True
79,79,pdp,The manager scans and disposes of a paper voucher,-2.0,0.75,2,True,0.7678987707170395,True
166,166,original,The camera director is calling live shots.,0.375,3.5,2,True,0.5360155380823567,True
166,166,common_control,The director is currently live on camera.,0.25,3.75,2,True,0.5360155380823567,True
166,166,prior_low,The director is doing a live broadcast.,-0.25,4.125,2,True,0.5360155380823567,True
166,166,prior_mid,The director is currently on live feed.,0.5,4.0,2,True,0.5360155380823567,True
166,166,prior_high,The director is on air right now.,1.0,3.625,2,True,0.5360155380823567,True
166,166,pdp,The director is doing a live broadcast.,-0.25,4.125,2,True,0.5360155380823567,True
168,168,original,The bike-room slot is approved.,-1.375,0.75,1,True,0.3556139308322417,False
168,168,common_control,The bike slot in the facilities room has been approved.,-1.375,0.625,1,True,0.3556139308322417,False
168,168,prior_low,The bike storage area slot is now accessible.,-2.125,0.5,1,True,0.3556139308322417,False
168,168,prior_mid,The bike room slot has been cleared.,-1.75,1.125,1,True,0.3556139308322417,False
168,168,prior_high,The bike facility slot has been given the green light.,-1.125,0.75,1,True,0.3556139308322417,False
168,168,pdp,The bike storage area slot is now accessible.,-2.125,0.5,1,True,0.3556139308322417,False
168,168,context_link,"Although the bike-room slot is approved, that fact alone does not determine the decision, because Facilities is at the rack gate to scan the RFID sticker already attached to my e-bike frame.",,-0.625,2,False,0.3556139308322417,False
168,168,joint,PDP + CKL,,-0.375,2,False,0.3556139308322417,False
170,170,original,while the store rebate requires the original dated receipt.,5.125,-4.25,2,False,0.7162338678432884,True
170,170,common_control,because the store rebate needs the original dated receipt,5.375,-4.625,2,False,0.7162338678432884,True
170,170,prior_low,"in this case, the store rebate requires the original dated receipt",4.5,-5.875,2,False,0.7162338678432884,True
170,170,prior_mid,the store rebate stipulates the original dated receipt,5.25,-5.0,2,False,0.7162338678432884,True
170,170,prior_high,the store rebate insists on the original dated receipt,5.5,-3.75,2,False,0.7162338678432884,True
170,170,pdp,"in this case, the store rebate requires the original dated receipt",4.5,-5.875,2,False,0.7162338678432884,True
177,177,original,while the store rebate requires the original dated receipt.,5.125,-3.25,2,False,0.7990227404516448,True
177,177,common_control,The store rebate requires us to keep the original receipt in good condition.,5.5,-3.375,2,False,0.7990227404516448,True
177,177,prior_low,The rebate program requires us to save the original receipt.,3.625,-3.875,2,False,0.7990227404516448,True
177,177,prior_mid,The store rebate stipulates that the original receipt should be retained.,4.75,-3.375,2,False,0.7990227404516448,True
177,177,prior_high,The store rebate necessitates keeping the original dated receipt.,6.375,-3.75,2,False,0.7990227404516448,True
177,177,pdp,The rebate program requires us to save the original receipt.,3.625,-3.875,2,False,0.7990227404516448,True
201,201,original,The mechanic is at the dock aisle to watch the dashboard lights when the tug is keyed on.,-0.5,-2.375,2,False,0.7604339021662527,True
201,201,common_control,"The mechanic is located at the dock aisle, observing the dashboard lights as the tug is turned on.",-1.25,-2.125,2,False,0.7604339021662527,True
201,201,prior_low,"The mechanic is at the dock aisle, keeping an eye on the dashboard lights as the tug is keyed in.",-2.0,-1.375,2,False,0.7604339021662527,True
201,201,prior_mid,"The mechanic is present at the dock aisle, monitoring the dashboard lights as the tug is powered up.",-2.0,-2.125,2,False,0.7604339021662527,True
201,201,prior_high,"The mechanic is at the dock aisle, observing the dashboard lights as the tug's ignition is turned.",-0.5,-3.0,2,False,0.7604339021662527,True
201,201,pdp,"The mechanic is at the dock aisle, keeping an eye on the dashboard lights as the tug is keyed in.",-2.0,-1.375,2,False,0.7604339021662527,True
205,205,original,while the vehicle placard must remain active on the dash.,1.875,0.875,2,True,0.5798764624074549,True
205,205,common_control,while the vehicle placard must be displayed on the dash,1.875,1.0,2,True,0.5798764624074549,True
205,205,prior_low,where the vehicle placard should be kept on the dashboard,1.0,0.875,2,True,0.5798764624074549,True
205,205,prior_mid,where the vehicle placard must be shown on the dashboard,1.5,1.125,2,True,0.5798764624074549,True
205,205,prior_high,while the vehicle placard is required to be displayed on the dashboard,2.375,0.875,2,True,0.5798764624074549,True
205,205,pdp,where the vehicle placard should be kept on the dashboard,1.0,0.875,2,True,0.5798764624074549,True
226,226,original,while the rebate form requires the original dated receipt.,4.375,-4.125,2,False,0.7921312649924308,True
226,226,common_control,since the rebate form specifies the original dated receipt,4.25,-2.625,2,False,0.7921312649924308,True
226,226,prior_low,since the rebate form calls for the original dated receipt,3.875,-3.375,2,False,0.7921312649924308,True
226,226,prior_mid,as the rebate form stipulates the original dated receipt,4.375,-3.875,2,False,0.7921312649924308,True
226,226,prior_high,as the rebate form demands the original dated receipt,5.25,-4.0,2,False,0.7921312649924308,True
226,226,pdp,since the rebate form asks for the original dated receipt,3.875,-2.75,2,False,0.7921312649924308,True
227,227,original,The asset sticker must be applied to the back before the clerk scans it.,1.0,-0.875,2,False,0.5466935254384419,True
227,227,common_control,The sticker needs to be applied to the back before the monitor is scanned.,0.5,-1.25,2,False,0.5466935254384419,True
227,227,prior_low,The sticker must be applied to the back of the monitor before scanning.,-1.0,-0.625,2,False,0.5466935254384419,True
227,227,prior_mid,The sticker should be applied to the back before the clerk scans it.,-0.0,-0.5,2,False,0.5466935254384419,True
227,227,prior_high,The sticker has to be applied to the back before scanning.,1.25,-0.625,2,False,0.5466935254384419,True
227,227,pdp,The sticker must be applied to the back of the monitor before scanning.,-1.0,-0.625,2,False,0.5466935254384419,True
227,227,context_link,"Although the asset sticker must be applied, that fact alone does not determine the decision, because a conference-room monitor requires a sticker on the back.",,-0.25,2,False,0.5466935254384419,True
227,227,joint,PDP + CKL,,0.25,1,True,0.5466935254384419,True
236,236,original,while the lighting rebate requires the original dated receipt.,4.25,-4.5,2,False,0.7876526668461894,True
236,236,common_control,the rebate stipulates that the original dated receipt is required,4.375,-4.5,2,False,0.7876526668461894,True
236,236,prior_low,since the rebate necessitates the original dated receipt,3.75,-4.125,2,False,0.7876526668461894,True
236,236,prior_mid,as the rebate requires the original dated receipt,4.5,-4.375,2,False,0.7876526668461894,True
236,236,prior_high,the rebate necessitates the preservation of the original dated receipt,5.625,-4.0,2,False,0.7876526668461894,True
236,236,pdp,since the rebate necessitates the original dated receipt,3.75,-4.125,2,False,0.7876526668461894,True
240,240,original,while the store rebate requires the original dated receipt.,5.125,-3.875,2,False,0.7533486954545189,True
240,240,common_control,The rebate requires the original receipt to be kept.,5.0,-4.5,2,False,0.7533486954545189,True
240,240,prior_low,The rebate requires the original receipt.,3.5,-5.25,2,False,0.7533486954545189,True
240,240,prior_mid,The rebate needs the original receipt to be saved.,4.375,-4.875,2,False,0.7533486954545189,True
240,240,prior_high,The store rebate needs the original receipt kept.,5.625,-3.625,2,False,0.7533486954545189,True
240,240,pdp,The rebate requires the original receipt.,3.5,-5.25,2,False,0.7533486954545189,True
247,247,original,while the vacuum warranty file asks me to keep the original receipt.,0.375,2.25,2,True,0.5069306639106546,False
247,247,common_control,because the vacuum warranty file insists on the original receipt.,0.375,3.625,2,True,0.5069306639106546,False
247,247,prior_low,since the vacuum warranty file demands the original receipt.,0.375,2.875,2,True,0.5069306639106546,False
247,247,prior_mid,the vacuum warranty file requests that I save the original receipt.,1.0,2.125,2,True,0.5069306639106546,False
247,247,prior_high,the vacuum warranty file stipulates that I keep the original receipt.,1.625,1.375,2,True,0.5069306639106546,False
247,247,pdp,since the vacuum warranty file demands the original receipt.,0.375,2.875,2,True,0.5069306639106546,False
254,254,original,The parts desk is next to the dock.,-0.5,1.0,2,True,0.5732416484440404,True
254,254,common_control,The parts desk is located just a stone's throw from the dock.,0.125,0.75,2,True,0.5732416484440404,True
254,254,prior_low,The parts desk is situated right next to the dock area.,0.125,0.5,2,True,0.5732416484440404,True
254,254,prior_mid,"The parts desk is nearby the dock, easily accessible.",1.125,0.0,1,False,0.5732416484440404,True
254,254,prior_high,The parts desk is easily accessible from the dock.,1.625,0.5,2,True,0.5732416484440404,True
254,254,pdp,The parts desk is situated right next to the dock area.,0.125,0.5,2,True,0.5732416484440404,True
331,331,original,while the speaker warranty portal asks me to keep the original receipt.,2.75,-1.625,2,False,0.6455296279970197,True
331,331,common_control,since the speaker warranty portal requires the original receipt,3.25,-2.25,2,False,0.6455296279970197,True
331,331,prior_low,since the speaker warranty portal insists on the original receipt,2.75,-1.875,2,False,0.6455296279970197,True
331,331,prior_mid,since the speaker warranty portal requests keeping the original receipt,3.625,-1.875,2,False,0.6455296279970197,True
331,331,prior_high,because the speaker warranty portal requires the original receipt to be kept,4.625,-2.75,2,False,0.6455296279970197,True
331,331,pdp,since the speaker warranty portal insists on the original receipt,2.75,-1.875,2,False,0.6455296279970197,True
347,347,original,The asset label has to be applied to the side panel before the scan.,1.375,-0.75,2,False,0.605110328512507,True
347,347,common_control,You need to put the asset label on the side panel before scanning.,0.875,0.5,1,True,0.605110328512507,True
347,347,prior_low,You must put the label on the side panel before scanning the mixer.,-2.125,1.375,1,True,0.605110328512507,True
347,347,prior_mid,The label needs to be attached to the side panel before scanning.,-0.625,-0.125,2,False,0.605110328512507,True
347,347,prior_high,The asset label must be applied to the side panel before the scan.,1.25,-0.75,2,False,0.605110328512507,True
347,347,pdp,You must put the label on the side panel before scanning the mixer.,-2.125,1.375,1,True,0.605110328512507,True
347,347,context_link,"Although the asset label has to be applied, that fact alone does not determine the decision, because I am checking in an audio mixer establishes the relevant requirement.",,0.75,1,True,0.605110328512507,True
347,347,joint,PDP + CKL,,1.375,1,True,0.605110328512507,True
365,365,original,The service is live and the operator is switching cameras.,1.0,-2.875,2,False,0.6256550114119998,True
365,365,common_control,The live service is in progress and the operator is currently adjusting camera feeds.,-0.0,-2.625,2,False,0.6256550114119998,True
365,365,prior_low,The service is currently airing and the operator is navigating camera settings.,-0.75,-2.5,2,False,0.6256550114119998,True
365,365,prior_mid,The live broadcast is ongoing and the operator is toggling camera views.,-0.375,-2.375,2,False,0.6256550114119998,True
365,365,prior_high,The broadcast is live and the operator is switching between camera angles.,0.25,-2.875,2,False,0.6256550114119998,True
365,365,pdp,The service is currently live and the operator is managing camera switching.,-0.75,-2.375,2,False,0.6256550114119998,True
413,413,original,I am handing proof to the finance clerk for a laptop reimbursement.,0.375,-2.375,2,False,0.7856874213107393,True
413,413,common_control,I am providing the finance clerk with necessary documents for a laptop reimbursement.,1.125,-2.0,2,False,0.7856874213107393,True
413,413,prior_low,I am handing over proof to the finance office for a laptop reimbursement.,1.0,-2.625,2,False,0.7856874213107393,True
413,413,prior_mid,I am submitting proof to the finance clerk for a laptop reimbursement.,1.125,-2.375,2,False,0.7856874213107393,True
413,413,prior_high,I am presenting the finance clerk with evidence for a laptop reimbursement claim.,1.625,-2.25,2,False,0.7856874213107393,True
413,413,pdp,I am handing over proof to the finance office for a laptop reimbursement.,1.0,-2.625,2,False,0.7856874213107393,True
451,451,original,The mechanic is at the rear gate because it must roll straight into the van.,-0.375,-4.625,2,False,0.5962143471756928,True
451,451,common_control,The mechanic is at the rear gate because the cargo bike has to be loaded into the van.,-0.125,-4.875,2,False,0.5962143471756928,True
451,451,prior_low,The mechanic is at the rear gate because the assembled bike must be loaded into the van.,-0.25,-4.5,2,False,0.5962143471756928,True
451,451,prior_mid,The mechanic is at the rear gate because the cargo bike has to be rolled straight into the van.,-0.125,-4.875,2,False,0.5962143471756928,True
451,451,prior_high,The mechanic is at the rear gate because the assembled bike needs to be loaded through this gate into the van.,0.125,-4.75,2,False,0.5962143471756928,True
451,451,pdp,The mechanic is at the rear gate because the assembled bike must be loaded into the van.,-0.25,-4.5,2,False,0.5962143471756928,True
451,451,context_link,"Although it must roll straight into the van, that fact alone does not determine the decision, because my assembled cargo bike ready establishes the relevant requirement.",,-2.875,2,False,0.5962143471756928,True
451,451,joint,PDP + CKL,,-2.875,2,False,0.5962143471756928,True
454,454,original,The organizer is moderating a silent reading event.,1.375,-0.625,2,False,0.5968528971229943,True
454,454,common_control,The organizer is managing a silent reading activity for everyone.,1.125,-0.125,2,False,0.5968528971229943,True
454,454,prior_low,The organizer is facilitating a quiet reading session.,-0.125,0.125,1,True,0.5968528971229943,True
454,454,prior_mid,The organizer is overseeing a silent reading activity.,1.125,-0.75,2,False,0.5968528971229943,True
454,454,prior_high,The organizer is in charge of a reading event where everyone is silent.,1.75,-0.875,2,False,0.5968528971229943,True
454,454,pdp,The organizer is facilitating a quiet reading session.,-0.125,0.125,1,True,0.5968528971229943,True
454,454,context_link,"Although The organizer is moderating, that fact alone does not determine the decision, because extra chairs arrived establishes the relevant requirement.",,0.5,1,True,0.5968528971229943,True
454,454,joint,PDP + CKL,,0.625,1,True,0.5968528971229943,True
456,456,original,while the service warranty asks me to keep the original thermal receipt.,0.625,2.5,2,True,0.5521703274503623,True
456,456,common_control,the service warranty requires that I keep the original thermal receipt.,1.25,1.375,2,True,0.5521703274503623,True
456,456,prior_low,the service warranty asks that I keep the original thermal receipt.,0.75,1.75,2,True,0.5521703274503623,True
456,456,prior_mid,while the service warranty requires me to keep the original thermal receipt.,1.25,2.375,2,True,0.5521703274503623,True
456,456,prior_high,the service warranty requests that I keep the original thermal receipt.,1.375,1.75,2,True,0.5521703274503623,True
456,456,pdp,the service warranty asks that I keep the original thermal receipt.,0.75,1.75,2,True,0.5521703274503623,True
494,494,original,The field officer is at the shed apron to read the serial plate on the tractor frame before disbursement.,-2.25,2.5,2,True,0.4579740113997576,False
494,494,common_control,"The field officer is at the shed apron, getting ready to examine the tractor's serial number.",-2.25,2.5,2,True,0.4579740113997576,False
494,494,prior_low,"The field officer is at the shed apron, ready to inspect the tractor before handing over the equipment.",-3.375,3.75,2,True,0.4579740113997576,False
494,494,prior_mid,"The field officer is positioned at the shed apron, ready to read the tractor's serial number.",-3.125,2.875,2,True,0.4579740113997576,False
494,494,prior_high,"The field officer is standing by the shed apron, preparing to examine the tractor's serial number.",-1.875,2.375,2,True,0.4579740113997576,False
494,494,pdp,"The field officer is at the shed apron, ready to inspect the tractor before handing over the equipment.",-3.375,3.75,2,True,0.4579740113997576,False
