id,prediction_original,original_logprob_1,original_logprob_2,original_prob_1,original_prob_2,probability_method,n_spans,n_delete_uncertain,n_delete_option_flips,n_informative_deletions,n_valid_negations,predicted_hallucination,decision,correct_option_eval_only,true_hallucination,candidate_index,candidate_text,span_start,span_end,deleted_prompt,delete_prediction,delete_logprob_1,delete_logprob_2,delete_logprob_3,delete_prob_1,delete_prob_2,delete_prob_3,delete_choice_margin,delete_uncertain,delete_person_flip,delete_same_as_original,delete_flip,deletion_stage_pass,deletion_stage_reason,selected_for_negation,negated_sentence,negated_prompt,rewrite_valid,negation_notes,negation_prediction,negation_logprob_1,negation_logprob_2,negation_logprob_3,negation_prob_1,negation_prob_2,negation_prob_3,negation_choice_margin,negation_uncertain,negation_person_flip,negation_same_as_original,negation_flip,method_consistent,error
3,2,-1.1451323043030026,-0.38299225225610584,0.3181818181818182,0.6818181818181818,sampling,5,0,0,0,0,False,no_informative_deletion,2,False,4,not a loose cover.,132,150,"Scenario: The moped touch-up order is ready. The technician needs a scanner read from the welded main frame near the steering neck Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",2,-2.03688192726104,-0.19105523676270922,-3.1354942159291497,0.13043478260869565,0.8260869565217391,0.043478260869565216,1.845826690498331,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
4,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,5,0,0,0,0,False,no_informative_deletion,1,False,0,The repair ticket for my van is open.,10,47,"Scenario The technician is in the scan stall with a tablet that reads stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.3629054936893685,-3.1354942159291497,-1.3437347467010947,0.6956521739130435,0.043478260869565216,0.2608695652173913,0.9808292530117262,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
4,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,5,0,0,0,0,False,no_informative_deletion,1,False,1,The technician is in the scan stall,48,83,"Scenario: The repair ticket for my van is open. with a tablet that reads stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.09097177820572676,-3.1354942159291497,-3.1354942159291497,0.9130434782608695,0.043478260869565216,0.043478260869565216,3.044522437723423,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
4,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,5,0,0,0,0,False,no_informative_deletion,1,False,2,with a tablet that reads stored codes,84,121,"Scenario: The repair ticket for my van is open. The technician is in the scan stall from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.4274440148269396,-3.1354942159291497,-1.1895840668738362,0.6521739130434783,0.043478260869565216,0.30434782608695654,0.7621400520468966,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
4,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,5,0,0,0,0,False,no_informative_deletion,1,False,3,from the port,122,135,"Scenario: The repair ticket for my van is open. The technician is in the scan stall with a tablet that reads stored codes under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.09097177820572676,-3.1354942159291497,-3.1354942159291497,0.9130434782608695,0.043478260869565216,0.043478260869565216,3.044522437723423,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
4,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,5,0,0,0,0,False,no_informative_deletion,1,False,4,under the dash.,136,151,"Scenario: The repair ticket for my van is open. The technician is in the scan stall with a tablet that reads stored codes from the port For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.4274440148269396,-3.1354942159291497,-1.1895840668738362,0.6521739130434783,0.043478260869565216,0.30434782608695654,0.7621400520468966,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
5,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,5,0,0,0,0,False,no_informative_deletion,1,False,0,The scooter CVT issue is checked in.,10,46,"Scenario The mechanic is at the short loop with a tach meter to watch RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.09097177820572676,-3.1354942159291497,-3.1354942159291497,0.9130434782608695,0.043478260869565216,0.043478260869565216,3.044522437723423,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
5,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,5,0,0,0,0,False,no_informative_deletion,1,False,1,The mechanic is at the short loop,47,80,"Scenario: The scooter CVT issue is checked in. with a tach meter to watch RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.09097177820572676,-3.1354942159291497,-3.1354942159291497,0.9130434782608695,0.043478260869565216,0.043478260869565216,3.044522437723423,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
5,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,5,0,0,0,0,False,no_informative_deletion,1,False,2,with a tach meter,81,98,"Scenario: The scooter CVT issue is checked in. The mechanic is at the short loop to watch RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.09097177820572676,-3.1354942159291497,-3.1354942159291497,0.9130434782608695,0.043478260869565216,0.043478260869565216,3.044522437723423,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
5,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,5,0,0,0,0,False,no_informative_deletion,1,False,3,to watch RPM,99,111,"Scenario: The scooter CVT issue is checked in. The mechanic is at the short loop with a tach meter during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.09097177820572676,-3.1354942159291497,-3.1354942159291497,0.9130434782608695,0.043478260869565216,0.043478260869565216,3.044522437723423,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
5,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,5,0,0,0,0,False,no_informative_deletion,1,False,4,during acceleration.,112,132,"Scenario: The scooter CVT issue is checked in. The mechanic is at the short loop with a tach meter to watch RPM Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.09097177820572676,-3.1354942159291497,-3.1354942159291497,0.9130434782608695,0.043478260869565216,0.043478260869565216,3.044522437723423,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
6,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,3,0,0,0,0,False,no_informative_deletion,1,False,0,The taxi renewal is otherwise complete.,10,49,"Scenario The inspector is at the garage stripe to run the cab through a short emissions check. For this step, what should I do?
Option1: Drive the cab to the garage stripe
Option2: Walk to the garage stripe without the cab
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.09097177820572676,-3.1354942159291497,-3.1354942159291497,0.9130434782608695,0.043478260869565216,0.043478260869565216,3.044522437723423,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
6,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,3,0,0,0,0,False,no_informative_deletion,1,False,1,The inspector is at the garage stripe,50,87,"Scenario: The taxi renewal is otherwise complete. to run the cab through a short emissions check. For this step, what should I do?
Option1: Drive the cab to the garage stripe
Option2: Walk to the garage stripe without the cab
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.09097177820572676,-3.1354942159291497,-3.1354942159291497,0.9130434782608695,0.043478260869565216,0.043478260869565216,3.044522437723423,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
6,1,-0.04652001563489282,-3.0910424533583156,0.9545454545454546,0.045454545454545456,sampling,3,0,0,0,0,False,no_informative_deletion,1,False,2,to run the cab through a short emissions check.,88,135,"Scenario: The taxi renewal is otherwise complete. The inspector is at the garage stripe For this step, what should I do?
Option1: Drive the cab to the garage stripe
Option2: Walk to the garage stripe without the cab
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.3022808718729337,-1.5260563034950494,-3.1354942159291497,0.7391304347826086,0.21739130434782608,0.043478260869565216,1.2237754316221157,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
7,2,-1.4816045409242156,-0.2578291093020998,0.22727272727272727,0.7727272727272727,sampling,6,0,4,4,4,True,negation_nonflip,1,True,0,The clinic lost the spare key for my,10,46,"Scenario mobility scooter's storage bin and said they can cut one after matching the scooter ID label to my chart. The reception desk is down the hall. Should I walk to reception or bring the scooter?
Option1: Bring the scooter
Option2: Walk to reception
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.13976194237515874,-2.4423470353692043,-3.1354942159291497,0.8695652173913043,0.08695652173913043,0.043478260869565216,2.3025850929940455,False,True,False,True,True,delete_person_flip,True,Scenario: The clinic did not lose the spare key for my mobility scooter's storage bin and said they can cut one after matching the scooter ID label to my chart.,"Scenario: The clinic did not lose the spare key for my mobility scooter's storage bin and said they can cut one after matching the scooter ID label to my chart. The reception desk is down the hall. Should I walk to reception or bring the scooter?
Option1: Bring the scooter
Option2: Walk to reception
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
You must choose Option1 or Option2. Output only 1 or 2; never output 3.",True,Negation added via 'did not lose' which is the minimal grammatical change required to negate the specific target span while preserving the rest of the sentence structure and facts.,1,-0.45198512374305727,-1.0116009116784799,,0.6363636363636364,0.36363636363636365,,0.5596157879354227,False,True,False,True,True,
7,2,-1.4816045409242156,-0.2578291093020998,0.22727272727272727,0.7727272727272727,sampling,6,0,4,4,4,True,negation_nonflip,1,True,1,mobility scooter's storage bin,47,77,"Scenario: The clinic lost the spare key for my said they can cut one after matching the scooter ID label to my chart. The reception desk is down the hall. Should I walk to reception or bring the scooter?
Option1: Bring the scooter
Option2: Walk to reception
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",1,-0.24512245803298496,-1.749199854809259,-3.1354942159291497,0.782608695652174,0.17391304347826086,0.043478260869565216,1.5040773967762742,False,True,False,True,True,delete_person_flip,True,Scenario: The clinic lost the spare key for my mobility scooter's storage bin and said they can cut one after matching the scooter ID label to my chart.,"Scenario: The clinic lost the spare key for my mobility scooter's storage bin and said they can cut one after matching the scooter ID label to my chart. The reception desk is down the hall. Should I walk to reception or bring the scooter?
Option1: Bring the scooter
Option2: Walk to reception
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
You must choose Option1 or Option2. Output only 1 or 2; never output 3.",True,"The target span 'mobility scooter's storage bin' is a noun phrase within a complex sentence. Negating it directly (e.g., changing 'for my mobility scooter's storage bin' to 'not for my mobility scooter's storage bin') breaks the grammatical structure of the clause 'lost the spare key for...'. A minimal negation like 'did not lose' negates the verb, not the span. Negating the existence or nature of the bin itself requires rewriting more than just the span without altering the surrounding facts or grammar minimally. Therefore, a valid minimal negation of only the proposition expressed by the target span while preserving all other entities and facts is not possible in this context.",2,-1.4816045409242156,-0.2578291093020998,,0.22727272727272727,0.7727272727272727,,1.2237754316221157,False,False,True,False,True,
7,2,-1.4816045409242156,-0.2578291093020998,0.22727272727272727,0.7727272727272727,sampling,6,0,4,4,4,True,negation_nonflip,1,True,2,and said they can cut one,78,103,"Scenario: The clinic lost the spare key for my mobility scooter's storage bin after matching the scooter ID label to my chart. The reception desk is down the hall. Should I walk to reception or bring the scooter?
Option1: Bring the scooter
Option2: Walk to reception
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",2,-2.4423470353692043,-0.13976194237515874,-3.1354942159291497,0.08695652173913043,0.8695652173913043,0.043478260869565216,2.3025850929940455,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
7,2,-1.4816045409242156,-0.2578291093020998,0.22727272727272727,0.7727272727272727,sampling,6,0,4,4,4,True,negation_nonflip,1,True,3,after matching the scooter ID label,104,139,"Scenario: The clinic lost the spare key for my mobility scooter's storage bin and said they can cut one to my chart. The reception desk is down the hall. Should I walk to reception or bring the scooter?
Option1: Bring the scooter
Option2: Walk to reception
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.

Evaluation answer protocol (this overrides earlier answer wording):
1 = Option1
2 = Option2
3 = after the deletion, the remaining scenario does not determine either Option1 or Option2
Output only 1, 2, or 3.",2,-1.3437347467010947,-0.3629054936893685,-3.1354942159291497,0.2608695652173913,0.6956521739130435,0.043478260869565216,0.9808292530117262,False,False,True,False,False,deletion neither uncertain nor option flip,False,,,,deletion neither uncertain nor option flip,,,,,,,,,,,,,,
