id,prediction_original,original_logodds,original_logprob_1,original_logprob_2,probability_method,n_spans,valid_key_detected,predicted_hallucination,decision,true_hallucination,correct_option_eval_only,candidate_index,candidate_text,span_start,span_end,delete_prediction,delete_logodds,delete_logprob_1,delete_logprob_2,delete_delta,delete_flip,emphasis_prediction,emphasis_logodds,emphasis_logprob_1,emphasis_logprob_2,emphasis_delta,emphasis_flip,candidate_score,passes_candidate_gate,selected_top_k,negated_sentence,negated_prompt,rewrite_valid,notes,paraphrased_sentence,paraphrased_prompt,paraphrase_valid,paraphrase_notes,negation_prediction,negation_logodds,negation_logprob_1,negation_logprob_2,negation_delta,negation_flip,paraphrase_prediction,paraphrase_logodds,paraphrase_logprob_1,paraphrase_logprob_2,paraphrase_delta,paraphrase_flip,method_consistent,role_delta,surface_preserved,supports_original,predicted_key_type,classification_reason,negation_significant,key_confidence
2,2,11.156249926266355,-11.156264305114746,-1.4378848391061183e-05,logprobs,6,True,True,shortcut_evidence,True,1,5,The office is next to the lot.,166,196,2,10.921875045649358,-10.921893119812012,-1.8074162653647363e-05,-0.23437488061699696,False,2,6.203124884748831,-6.205146312713623,-0.0020214279647916555,-4.953125041517524,False,4.953125041517524,True,True,The office is not next to the lot.,"Scenario: The car-hauler is marked ready, but yard staff finish checkout only after testing the emergency breakaway switch with the hauler plugged into their tester. The office is not next to the lot. Should I tow the hauler to the tester or walk to the office?
Option1: Tow the hauler to the tester
Option2: Walk to the office
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The office is located right beside the lot.,"Scenario: The car-hauler is marked ready, but yard staff finish checkout only after testing the emergency breakaway switch with the hauler plugged into their tester. The office is located right beside the lot. Should I tow the hauler to the tester or walk to the office?
Option1: Tow the hauler to the tester
Option2: Walk to the office
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,6.5468748095445335,-6.548308372497559,-0.0014335629530251026,-4.6093751167218215,False,2,9.218749811065209,-9.218849182128906,-9.93710636976175e-05,-1.9375001152011464,False,True,2.671875001520675,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",True,1.0
3,2,14.625000283247005,-14.625000953674316,-6.704273118884885e-07,logprobs,5,True,True,shortcut_evidence,False,2,0,The moped touch-up order is ready.,10,44,2,15.445312187183674,-15.4453125,-3.128163257315464e-07,0.8203119039366698,False,2,21.17578125,-21.17578125,0.0,6.5507809667529955,False,6.5507809667529955,True,True,The moped touch-up order is not ready.,"Scenario: The moped touch-up order is not ready. The technician needs a scanner read from the welded main frame near the steering neck, not a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,Scenario: The touch-up order for the moped is ready.,"Scenario: The touch-up order for the moped is ready. The technician needs a scanner read from the welded main frame near the steering neck, not a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,13.97656254483968,-13.976563453674316,-9.088346359931165e-07,-0.6484377384073241,False,2,15.70703105638735,-15.70703125,-1.9361264946837764e-07,1.082030773140346,False,True,-0.4335930347330219,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",True,1.0
3,2,14.625000283247005,-14.625000953674316,-6.704273118884885e-07,logprobs,5,True,True,shortcut_evidence,False,2,1,The technician needs a scanner read,45,80,2,8.710937563766493,-8.711106300354004,-0.00016873658751137555,-5.914062719480512,False,2,20.33203125,-20.33203125,0.0,5.7070309667529955,False,5.914062719480512,True,True,"The technician does not need a scanner read from the welded main frame near the steering neck, not a loose cover.","Scenario: The moped touch-up order is ready. The technician does not need a scanner read from the welded main frame near the steering neck, not a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,"The technician requires a scanner reading from the welded main frame near the steering neck, not a loose cover.","Scenario: The moped touch-up order is ready. The technician requires a scanner reading from the welded main frame near the steering neck, not a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-7.437499880208634,-0.0005937820533290505,-7.438093662261963,-22.06250016345564,True,2,25.478515625,-25.478515625,0.0,10.853515341752995,False,True,11.208984821702643,,True,constraint_key,negation flips the answer,True,1.0
3,2,14.625000283247005,-14.625000953674316,-6.704273118884885e-07,logprobs,5,True,True,shortcut_evidence,False,2,2,from the welded main frame,81,107,2,10.390624927076715,-10.390656471252441,-3.15441757265944e-05,-4.23437535617029,False,2,19.84375,-19.84375,0.0,5.2187497167529955,False,5.2187497167529955,True,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
3,2,14.625000283247005,-14.625000953674316,-6.704273118884885e-07,logprobs,5,True,True,shortcut_evidence,False,2,3,near the steering neck,108,130,2,12.710937902585783,-12.710941314697266,-3.4121114822482923e-06,-1.9140623806612211,False,2,13.468750283292025,-13.468751907348633,-1.6240566083070007e-06,-1.15624999995498,False,1.9140623806612211,True,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
3,2,14.625000283247005,-14.625000953674316,-6.704273118884885e-07,logprobs,5,True,True,shortcut_evidence,False,2,4,not a loose cover.,132,150,2,5.390625230036676,-5.395174026489258,-0.0045487964525818825,-9.234375053210329,False,2,13.437500283292025,-13.437501907348633,-1.6240566083070007e-06,-1.18749999995498,False,9.234375053210329,True,True,"The technician needs a scanner read from the welded main frame near the steering neck, a loose cover.","Scenario: The moped touch-up order is ready. The technician needs a scanner read from the welded main frame near the steering neck, a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,"The technician needs a scanner read from the welded main frame near the steering neck, rather than from a loose cover. Should I bring the moped to the bench or walk to the bench without it?","Scenario: The moped touch-up order is ready. The technician needs a scanner read from the welded main frame near the steering neck, rather than from a loose cover. Should I bring the moped to the bench or walk to the bench without it?
Option1: Walk to the bench without the moped
Option2: Bring the moped to the bench
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,4.718750108964741,-4.7276387214660645,-0.008888612501323223,-9.906250174282263,False,2,10.593749569150532,-10.593774795532227,-2.522638169466518e-05,-4.031250714096473,False,True,5.874999460185791,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",True,1.0
4,1,-7.234374985913746,-0.0007362506585195661,-7.235111236572266,logprobs,5,True,True,shortcut_evidence,False,1,0,The repair ticket for my van is open.,10,47,1,-3.3593749701976776,-0.03417232632637024,-3.393547296524048,3.8750000157160684,False,1,-1.359375,-0.22859323024749756,-1.5879682302474976,5.874999985913746,False,5.874999985913746,True,True,The repair ticket for my van is not open.,"Scenario: The repair ticket for my van is not open. The technician is in the scan stall with a tablet that reads stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,Scenario: My van currently has an open repair ticket. The technician is in the scan stall with a tablet that reads stored codes from the port under the dash.,"Scenario: My van currently has an open repair ticket. The technician is in the scan stall with a tablet that reads stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,0.09375,-0.7411227226257324,-0.6473727226257324,7.328124985913746,True,1,-8.49999959237175,-0.000206401280593127,-8.500205993652344,-1.2656246064580046,False,True,6.0625003794557415,,True,constraint_key,negation flips the answer,True,1.0
4,1,-7.234374985913746,-0.0007362506585195661,-7.235111236572266,logprobs,5,True,True,shortcut_evidence,False,1,1,The technician is in the scan stall,48,83,1,-17.359375,0.0,-17.359375,-10.125000014086254,False,1,-5.015625223051757,-0.006615892518311739,-5.022241115570068,2.2187497628619894,False,10.125000014086254,True,True,The technician is not in the scan stall with a tablet that reads stored codes from the port under the dash.,"Scenario: The repair ticket for my van is open. The technician is not in the scan stall with a tablet that reads stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The technician is positioned in the scan stall with a tablet that reads stored codes from the port under the dash.,"Scenario: The repair ticket for my van is open. The technician is positioned in the scan stall with a tablet that reads stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-12.515624568160092,-4.246537173457909e-06,-12.515628814697266,-5.281249582246346,False,1,-18.6796875,0.0,-18.6796875,-11.445312514086254,False,True,-6.164062931839908,,False,ambiguous,"negation evidence, paraphrase control, or directional support is insufficient",True,1.0
4,1,-7.234374985913746,-0.0007362506585195661,-7.235111236572266,logprobs,5,True,True,shortcut_evidence,False,1,2,with a tablet that reads stored codes,84,121,1,-5.203124834690243,-0.005489991512149572,-5.208614826202393,2.031250151223503,False,1,-7.9843748739222065,-0.00034297199454158545,-7.984717845916748,-0.7499998880084604,False,2.031250151223503,True,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
4,1,-7.234374985913746,-0.0007362506585195661,-7.235111236572266,logprobs,5,True,True,shortcut_evidence,False,1,3,from the port,122,135,1,-1.5937499850988388,-0.18495573103427887,-1.7787057161331177,5.640625000814907,False,1,-7.960937616444426,-0.000352266215486452,-7.961289882659912,-0.7265626305306796,False,5.640625000814907,True,True,The technician is in the scan stall with a tablet that does not read stored codes from the port under the dash.,"Scenario: The repair ticket for my van is open. The technician is in the scan stall with a tablet that does not read stored codes from the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The technician is in the scan stall with a tablet that reads stored codes out of the port under the dash.,"Scenario: The repair ticket for my van is open. The technician is in the scan stall with a tablet that reads stored codes out of the port under the dash. For this step, what should I do?
Option1: Drive the van into the scan stall
Option2: Walk into the scan stall without the van
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-1.0937500298023224,-0.2888999879360199,-1.3826500177383423,6.140624956111424,False,1,-12.484374806657343,-5.9153885558771435e-06,-12.484380722045898,-5.2499998207435965,False,True,0.8906251353678272,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",True,1.0
4,1,-7.234374985913746,-0.0007362506585195661,-7.235111236572266,logprobs,5,True,True,shortcut_evidence,False,1,4,under the dash.,136,151,1,-7.898437390103936,-0.000375380739569664,-7.898812770843506,-0.6640624041901901,False,1,-11.421874568520252,-1.1875571544806007e-05,-11.421886444091797,-4.187499582606506,False,4.187499582606506,True,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
5,1,-11.562499687634045,-9.849109119386412e-06,-11.562509536743164,logprobs,5,True,True,shortcut_evidence,False,1,0,The scooter CVT issue is checked in.,10,46,1,-8.68749958704575,-0.00017112065688706934,-8.687670707702637,2.875000100588295,False,1,-7.04687521798769,-0.0008738245232962072,-7.047749042510986,4.5156244696463546,False,4.5156244696463546,True,True,Scenario: The scooter CVT issue is not checked in. The mechanic is at the short loop with a tach meter to watch RPM during acceleration.,"Scenario: The scooter CVT issue is not checked in. The mechanic is at the short loop with a tach meter to watch RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,Scenario: The scooter CVT problem has been checked in.,"Scenario: The scooter CVT problem has been checked in. The mechanic is at the short loop with a tach meter to watch RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-5.515624972991645,-0.004016903229057789,-5.519641876220703,6.046874714642399,False,1,-7.656250169820851,-0.0004738063144031912,-7.656723976135254,3.906249517813194,False,True,2.1406251968292054,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",True,1.0
5,1,-11.562499687634045,-9.849109119386412e-06,-11.562509536743164,logprobs,5,True,True,shortcut_evidence,False,1,1,The mechanic is at the short loop,47,80,1,-8.656249944964657,-0.00017743845819495618,-8.656427383422852,2.906249742669388,False,1,-15.234374567980012,-4.320199877838604e-07,-15.234375,-3.6718748803459675,False,3.6718748803459675,True,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
5,1,-11.562499687634045,-9.849109119386412e-06,-11.562509536743164,logprobs,5,True,True,shortcut_evidence,False,1,2,with a tach meter,81,98,1,-22.66406230638735,-1.9361264946837764e-07,-22.6640625,-11.101562618753306,False,1,-8.30468734743772,-0.0002481078845448792,-8.304935455322266,3.257812340196324,False,11.101562618753306,True,True,The mechanic is at the short loop without a tach meter to watch RPM during acceleration.,"Scenario: The scooter CVT issue is checked in. The mechanic is at the short loop without a tach meter to watch RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The mechanic is at the short loop using a tach meter to monitor RPM during acceleration.,"Scenario: The scooter CVT issue is checked in. The mechanic is at the short loop using a tach meter to monitor RPM during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-3.4062499552965164,-0.03262786567211151,-3.438877820968628,8.156249732337528,False,1,-8.906250297019142,-0.0001370320824207738,-8.906387329101562,2.656249390614903,False,True,5.500000341722625,,False,ambiguous,"negation evidence, paraphrase control, or directional support is insufficient",True,1.0
5,1,-11.562499687634045,-9.849109119386412e-06,-11.562509536743164,logprobs,5,True,True,shortcut_evidence,False,1,3,to watch RPM,99,111,1,-13.828124568025032,-1.3856492842023727e-06,-13.828125953674316,-2.2656248803909875,False,1,-12.718749687318677,-3.173704271830502e-06,-12.71875286102295,-1.1562499996846327,False,2.2656248803909875,True,False,,,,not top-k,,,,not top-k,,,,,,,,,,,,,True,,,,,not selected for negation,,0.0
5,1,-11.562499687634045,-9.849109119386412e-06,-11.562509536743164,logprobs,5,True,True,shortcut_evidence,False,1,4,during acceleration.,112,132,1,-4.968749966006726,-0.006930862087756395,-4.975680828094482,6.593749721627319,False,1,-9.52343766746344,-7.32654589228332e-05,-9.523510932922363,2.0390620201706042,False,6.593749721627319,True,True,The mechanic is at the short loop with a tach meter to watch RPM not during acceleration. Should I ride the scooter through the loop or walk through without it?,"Scenario: The scooter CVT issue is checked in. The mechanic is at the short loop with a tach meter to watch RPM not during acceleration. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The mechanic is at the short loop with a tach meter to watch RPM while the scooter is speeding up. Should I ride the scooter through the loop or walk through without it?,"Scenario: The scooter CVT issue is checked in. The mechanic is at the short loop with a tach meter to watch RPM while the scooter is speeding up. Should I ride the scooter through the loop or walk through without it?
Option1: Ride the scooter through the loop
Option2: Walk through the loop without the scooter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-1.0625,-0.2968332767486572,-1.3593332767486572,10.499999687634045,False,1,-3.203124936670065,-0.039833132177591324,-3.2429580688476562,8.35937475096398,False,True,2.140624936670065,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",True,1.0
6,1,-16.583984062183674,-3.128163257315464e-07,-16.583984375,logprobs,3,True,True,shortcut_evidence,False,1,0,The taxi renewal is otherwise complete.,10,49,1,-10.257812665709935,-3.607391408877447e-05,-10.257848739624023,6.32617139647374,False,1,-19.390625,0.0,-19.390625,-2.8066409378163257,False,6.32617139647374,True,True,Scenario: The taxi renewal is not otherwise complete. The inspector is at the garage stripe to run the cab through a short emissions check.,"Scenario: The taxi renewal is not otherwise complete. The inspector is at the garage stripe to run the cab through a short emissions check. For this step, what should I do?
Option1: Drive the cab to the garage stripe
Option2: Walk to the garage stripe without the cab
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,The taxi renewal process is otherwise finished.,"Scenario: The taxi renewal process is otherwise finished. The inspector is at the garage stripe to run the cab through a short emissions check. For this step, what should I do?
Option1: Drive the cab to the garage stripe
Option2: Walk to the garage stripe without the cab
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-16.347655817980012,-4.320199877838604e-07,-16.34765625,0.23632824420366205,False,1,-17.81249980638735,-1.9361264946837764e-07,-17.8125,-1.2285157442036763,False,True,-0.9921875000000142,,True,shortcut_key,"negation does not flip, exceeds paraphrase noise by at most tau_role, and deletion/emphasis supports the original answer",True,0.5251738760081379
